property_id,property_index,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data,subject_id
5277,5277,Single Family,Detached,,1099.0,,,,,,,495000.0,,49 Alderney Drive,Nova Scotia,Nova Scotia,B2Y,44.6651,-63.5688,11167.0,1977.0,Fully Developed,,Bungalow,"Baseboard, Radiant, Heat Pump","Baseboard, Radiant, Heat Pump",False,,False,False,,False,39
5278,5278,Duplex,,,,,,,,,,275000.0,,8 Faulkner Street,Nova Scotia,Nova Scotia,B3A 3A3,44.6686,-63.5809,1900.0,,,,,,,False,,False,False,,False,39
5279,5279,Duplex,Over-Under,,900.0,,,,,,,510000.0,,85/87 Pleasant Street,Nova Scotia,Nova Scotia,B2Y 3P6,44.6674,-63.5575,9364.0,1970.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump, Fireplace","Baseboard, Heat Pump, Fireplace",False,,False,False,,False,39
5280,5280,Duplex,,,,,,,,,,740000.0,,27 Regent Drive,Nova Scotia,Nova Scotia,B2Y 3L3,44.6772,-63.546,6000.0,,,,,,,False,,False,False,,False,39
5281,5281,Condominium,Condo Apartment,,880.0,,,,,,,420000.0,,Unit 1003 15 King’s Wharf Place,Nova Scotia,Nova Scotia,B2Y 0C1,44.6644,-63.5642,,2014.0,None,,Contemporary,"Baseboard, Hot Water","Baseboard, Hot Water",False,,False,False,,False,39
5282,5282,Condominium,Condo Apartment,,1038.0,,,,,,,403500.0,,Unit 205 271 Prince Albert Road,Nova Scotia,Nova Scotia,B2Y 1M9,44.6782,-63.5541,,2000.0,None,,Multiplex,"Baseboard, Hot Water","Baseboard, Hot Water",False,,False,False,,False,39
5283,5283,Single Family,Detached,,1086.0,,,,,,,498000.0,,56 Glenwood Avenue,Nova Scotia,Nova Scotia,B2Y 3G7,44.6763,-63.5472,8000.0,1960.0,Partially Developed,,Bungalow,"Furnace, Forced Air, Radiator","Furnace, Forced Air, Radiator",False,,False,False,,False,39
5284,5284,Condominium,Condo Apartment,,1019.0,,,,,,,391500.0,,Unit 6 2 Rose Way,Nova Scotia,Nova Scotia,B2Y 4L9,44.67,-63.5437,,1986.0,None,,Multiplex,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,39
5285,5285,Single Family,Detached,,1269.0,,,,,,,580000.0,,20 Overdale Lane,Nova Scotia,Nova Scotia,B3A 3V3,44.6831,-63.5661,5775.0,1976.0,"Fully Developed, Walkout",,Split Entry,"Baseboard, Heat Pump, Hot Water","Baseboard, Heat Pump, Hot Water",False,,False,False,,False,39
5286,5286,Single Family,Detached,,2462.0,,,,,,,825000.0,,15 Wheatstone Heights,Nova Scotia,Nova Scotia,B2Y 4E1,44.6755,-63.5504,0.0,1985.0,Fully Developed,,2 Level,"Furnace, Hot Water","Furnace, Hot Water",False,,False,False,,False,39
5287,5287,Single Family,Detached,,1437.0,,,,,,,630000.0,,8 Pine Street,Nova Scotia,Nova Scotia,B2Y 2W5,44.6696,-63.566,50530.0,2021.0,None,,1 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,39
5288,5288,Triplex,,,,,,,,,,530000.0,,232 Pleasant Street,Nova Scotia,Nova Scotia,B2Y,44.6583,-63.5508,6889.0,,,,,,,False,,False,False,,False,39
5289,5289,Single Family,Semi-Detached,,1370.0,,,,,,,689900.0,,5 Hume Street,Nova Scotia,Nova Scotia,B2Y 1X6,44.6807,-63.5518,3815.0,1985.0,"Full, Fully Developed",,2 Level,Baseboard,Baseboard,False,,False,False,,False,39
5290,5290,Single Family,Detached,,1120.0,,,,,,,300000.0,,38 North Street,Nova Scotia,Nova Scotia,B2Y,44.668,-63.5689,9240.0,1985.0,"Full, Fully Developed",,Bungalow,"Baseboard, Furnace, Stove, Hot Water","Baseboard, Furnace, Stove, Hot Water",False,,False,False,,False,39
5291,5291,Condominium,Condo Apartment,,1289.0,,,,,,,699900.0,,Unit 1201 15 Kings Wharf Place,Nova Scotia,Nova Scotia,B2Y 0C1,44.6644,-63.5642,,2012.0,None,,Multiplex,"Baseboard, Ducted Cooling","Baseboard, Ducted Cooling",False,,False,False,,False,39
5292,5292,Single Family,Detached,,1560.0,,,,,,,951000.0,,135 Hawthorne Street,Nova Scotia,Nova Scotia,B2Y 2Z1,44.6747,-63.5639,3796.0,1923.0,"Fully Developed, Walkout",,2 Level,"Radiant, Furnace, Forced Air, Fireplace, In Floor","Radiant, Furnace, Forced Air, Fireplace, In Floor",False,,False,False,,False,39
5293,5293,Condominium,Condo Apartment,,1382.0,,,,,,,388500.0,,Unit 4 4 Rose Way,Nova Scotia,Nova Scotia,B2Y,44.6708,-63.5432,,1985.0,None,,3 Level,Baseboard,Baseboard,False,,False,False,,False,39
5294,5294,Condominium,Condo Apartment,,1605.0,,,,,,,846000.0,,Unit 406 1 Prince Street,Nova Scotia,Nova Scotia,B2Y 4L3,44.6641,-63.5669,,1986.0,None,,"Multiplex, 1 Level",Baseboard,Baseboard,False,,False,False,,False,39
5295,5295,Triplex,,,,,,,,,,675000.0,,404 Portland Street,Nova Scotia,Nova Scotia,B2Y 1K9,44.667,-63.5464,8200.0,1950.0,,,,,,False,,False,False,,False,39
5296,5296,Condominium,Condo Townhouse,,1059.0,,,,,,,470000.0,,16 Garden Court Terrace,Nova Scotia,Nova Scotia,B3A 3S6,44.6835,-63.558,,1978.0,"Full, Partially Developed",,2 Level,"Furnace, Forced Air","Furnace, Forced Air",False,,False,False,,False,39
5297,5297,Single Family,Detached,,1939.0,,,,,,,375000.0,,119 Pine Street,Nova Scotia,Nova Scotia,B3A 1X3,44.6719,-63.5707,10307.0,,None,,1.5 Level,"In Floor, Ductless Cooling","In Floor, Ductless Cooling",False,,False,False,,False,39
5298,5298,Condominium,Condo Apartment,,720.0,,,,,,,415000.0,,Unit 206 31 Kings Wharf Place,Nova Scotia,Nova Scotia,B2Y 0C1,44.6638,-63.5637,,2012.0,None,,1 Level,"Forced Air, Ducted Cooling","Forced Air, Ducted Cooling",False,,False,False,,False,39
5299,5299,Single Family,Detached,,1879.0,,,,,,,787000.0,,36 Mount Pleasant Avenue,Nova Scotia,Nova Scotia,B3A 3T4,44.6812,-63.5651,4344.0,1955.0,"Full, Fully Developed, Walkout",,Cape Cod,"Furnace, Forced Air, Heat Pump, Fireplace, Ducted Cooling","Furnace, Forced Air, Heat Pump, Fireplace, Ducted Cooling",False,,False,False,,False,39
5300,5300,Condominium,Condo Apartment,,675.0,,,,,,,315000.0,,Unit 506 26 Brookdale Cres,Nova Scotia,Nova Scotia,B3A 2R5,44.683,-63.5557,,1972.0,"Full, Partially Developed, Walkout",,Multiplex,Baseboard,Baseboard,False,,False,False,,False,39
5301,5301,Condominium,Condo Apartment,,1274.0,,,,,,,660000.0,,Unit 401 25 Alderney Drive,Nova Scotia,Nova Scotia,B2Y 0E4,44.6658,-63.5704,,2016.0,Walkout,,1 Level,"Forced Air, Heat Pump","Forced Air, Heat Pump",False,,False,False,,False,39
5302,5302,Single Family,Detached,,1346.0,,,,,,,478900.0,,90 Woodland Avenue,Nova Scotia,Nova Scotia,B3A 3K3,44.6816,-63.5743,5000.0,1964.0,"Full, Partial",,1.5 Level,"Baseboard, Fireplace","Baseboard, Fireplace",False,,False,False,,False,39
5303,5303,Single Family,Detached,,1495.0,,,,,,,553000.0,,45 Murray Street,Nova Scotia,Nova Scotia,B3A,44.6749,-63.5791,89232.0,1986.0,None,,Cape Cod,"Baseboard, Stove, Heat Pump","Baseboard, Stove, Heat Pump",False,,False,False,,False,39
5304,5304,Single Family,Detached,,1945.0,,,,,,,805000.0,,26 Wheatstone Heights,Nova Scotia,Nova Scotia,B2Y 4C6,44.6739,-63.5469,6052.0,1979.0,Fully Developed,,2 Level,"Heat Pump, Hot Water","Heat Pump, Hot Water",False,,False,False,,False,39
5305,5305,Single Family,Detached,,1333.0,,,,,,,546000.0,,16 Thistle Street,Nova Scotia,Nova Scotia,B3A 2V5,44.6724,-63.5701,8455.0,,None,,1 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,39
5306,5306,Single Family,Detached,,1286.0,,,,,,,726000.0,,290 Portland Street,Nova Scotia,Nova Scotia,B2Y 1K4,44.6687,-63.5562,5500.0,1934.0,"Full, Partially Developed, Walkout",,2 Level,"Forced Air, Heat Pump, Fireplace","Forced Air, Heat Pump, Fireplace",False,,False,False,,False,39
5307,5307,Condominium,Condo Apartment,,1125.0,,,,,,,462000.0,,Unit 811 30 Brookdale Crescent,Nova Scotia,Nova Scotia,B3A 4T7,44.684,-63.5543,,1990.0,None,,Multiplex,Baseboard,Baseboard,False,,False,False,,False,39
5308,5308,Single Family,Detached,,1023.0,,,,,,,295000.0,,192 Pleasant Street,Nova Scotia,Nova Scotia,B2Y 3R1,44.6611,-63.5531,6000.0,1940.0,"Full, Partially Developed",,1.5 Level,"Heat Pump, Radiator, Hot Water","Heat Pump, Radiator, Hot Water",False,,False,False,,False,39
5309,5309,Single Family,Detached,,678.0,,,,,,,630000.0,,10 Lakeview Point Road,Nova Scotia,Nova Scotia,B2Y 3H2,44.6802,-63.5524,5000.0,1941.0,"Partially Developed, Walkout",,Bungalow,"Furnace, Forced Air","Furnace, Forced Air",False,,False,False,,False,39
5310,5310,Single Family,Detached,,1510.0,,,,,,,770000.0,,3 Lawnsdale Drive,Nova Scotia,Nova Scotia,B3A 2N1,44.6807,-63.568,5427.0,1958.0,"Undeveloped, Full, Walkout",,2 Level,Forced Air,Forced Air,False,,False,False,,False,39
5311,5311,Single Family,Detached,,1152.0,,,,,,,685000.0,,119 Crichton Avenue,Nova Scotia,Nova Scotia,B3A 3R6,44.6785,-63.5645,5000.0,1943.0,"Undeveloped, Full",,2 Level,"Furnace, Forced Air","Furnace, Forced Air",False,,False,False,,False,39
5312,5312,Single Family,Detached,,1201.0,,,,,,,268500.0,,165 Pleasant Street,Nova Scotia,Nova Scotia,B2Y 3P8,44.6628,-63.5532,12916.0,1966.0,"Full, Partially Developed",,Bungalow,"Furnace, Stove, Forced Air, Heat Pump","Furnace, Stove, Forced Air, Heat Pump",False,,False,False,,False,39
5313,5313,Single Family,Detached,,2688.0,,,,,,,519000.0,,29 Celtic Drive,Nova Scotia,Nova Scotia,B2Y 3G5,44.6771,-63.5503,12686.0,2000.0,"Full, Fully Developed",,Bungalow,"Baseboard, Furnace, Heat Pump","Baseboard, Furnace, Heat Pump",False,,False,False,,False,39
5314,5314,Single Family,Detached,,1474.0,,,,,,,685000.0,,87 Crichton Avenue,Nova Scotia,Nova Scotia,B3A 3R4,44.6764,-63.564,6000.0,1932.0,Full,,1.5 Level,"Forced Air, Heat Pump","Forced Air, Heat Pump",False,,False,False,,False,39
5315,5315,Single Family,Detached,,1853.0,,,,,,,670000.0,,21 Canterbury Street,Nova Scotia,Nova Scotia,B2Y 1S8,44.674,-63.5578,6900.0,1954.0,"Undeveloped, Full",,2 Level,"Baseboard, Forced Air, Heat Pump, Fireplace, Ductless Cooling","Baseboard, Forced Air, Heat Pump, Fireplace, Ductless Cooling",False,,False,False,,False,39
5316,5316,Condominium,Condo Apartment,,1295.0,,,,,,,590000.0,,Unit 906 15 Kings Wharf Place,Nova Scotia,Nova Scotia,B2Y 0C1,44.6644,-63.5642,,2014.0,None,,Multiplex,Forced Air,Forced Air,False,,False,False,,False,39
5317,5317,Single Family,Semi-Detached,,1346.0,,,,,,,525000.0,,141 Green Village Lane,Nova Scotia,Nova Scotia,B2Y 4V5,44.6671,-63.5374,2976.0,2003.0,Fully Developed,,2 Level,"Baseboard, Heat Pump, Hot Water","Baseboard, Heat Pump, Hot Water",False,,False,False,,False,39
5318,5318,Condominium,Condo Apartment,,888.0,,,,,,,350000.0,,Unit 308 26 Brookdale Crescent,Nova Scotia,Nova Scotia,B3A 2R5,44.683,-63.5557,,1972.0,None,,Multiplex,Baseboard,Baseboard,False,,False,False,,False,39
5319,5319,Single Family,Detached,,1960.0,,,,,,,670400.0,,24 Frances Street,Nova Scotia,Nova Scotia,B3A 3H1,44.675,-63.5792,5400.0,1949.0,"Fully Developed, Walkout",,2 Level,"Baseboard, Furnace, Forced Air, Heat Pump","Baseboard, Furnace, Forced Air, Heat Pump",False,,False,False,,False,39
5320,5320,Single Family,Detached,,1282.0,,,,,,,,,224 Victoria Road,Nova Scotia,Nova Scotia,B3A 1W6,44.6775,-63.5806,6458.0,1926.0,"Undeveloped, Full",,1.5 Level,"Baseboard, Furnace, Stove, Forced Air","Baseboard, Furnace, Stove, Forced Air",False,,False,False,,False,39
5321,5321,Single Family,Detached,,910.0,,,,,,,570401.0,,62 Marvin Street,Nova Scotia,Nova Scotia,B2Y 4M5,44.6616,-63.5462,5112.0,1986.0,Full,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,39
5322,5322,Single Family,Semi-Detached,,1540.0,,,,,,,850000.0,,6414 Oak Street,Nova Scotia,Nova Scotia,B3A,44.6743,-63.5657,2502.0,,"Partially Developed, Walkout",,2 Level,Forced Air,Forced Air,False,,False,False,,False,39
5323,5323,Condominium,Condo Apartment,,1074.0,,,,,,,,,Unit 313 1 Prince St,Nova Scotia,Nova Scotia,B2Y 4L3,44.6641,-63.5669,,1987.0,Other,,Multiplex,Baseboard,Baseboard,False,,False,False,,False,39
5324,5324,Condominium,Condo Apartment,,1038.0,,,,,,,,,Unit 205 271 Prince Albert Road,Nova Scotia,Nova Scotia,B2Y 1M9,44.6782,-63.5541,,2000.0,None,,Multiplex,"Baseboard, Hot Water","Baseboard, Hot Water",False,,False,False,,False,39
5325,5325,Condominium,Condo Townhouse,,1059.0,,,,,,,,,16 Garden Court Terrace,Nova Scotia,Nova Scotia,B3A 3S6,44.6835,-63.558,,1978.0,"Full, Partially Developed",,2 Level,"Furnace, Forced Air","Furnace, Forced Air",False,,False,False,,False,39
5326,5326,Condominium,Condo Apartment,,1605.0,,,,,,,,,Unit 406 1 Prince Street,Nova Scotia,Nova Scotia,B2Y 4L3,44.6641,-63.5669,,1986.0,None,,"Multiplex, 1 Level",Baseboard,Baseboard,False,,False,False,,False,39
5327,5327,Triplex,,,,,,,,,,,,65 Hazelhurst Street,Nova Scotia,Nova Scotia,B2Y 3N1,44.665,-63.5568,5377.0,1957.0,,,,,,False,,False,False,,False,39
5328,5328,Condominium,Condo Apartment,,1073.0,,,,,,,,,Unit 202 108 Ochterloney Street,Nova Scotia,Nova Scotia,B2Y 1C7,44.6684,-63.5658,,1966.0,None,,1 Level,"Baseboard, Hot Water","Baseboard, Hot Water",False,,False,False,,False,39
5329,5329,Single Family,Detached,,2062.0,,,,,,,,,100 Green Street,Nova Scotia,Nova Scotia,B2Y,44.6665,-63.5647,12916.0,1936.0,"Undeveloped, Full",,2 Level,"Baseboard, Radiator, Hot Water, Fireplace","Baseboard, Radiator, Hot Water, Fireplace",False,,False,False,,False,39
5330,5330,Single Family,Semi-Detached,,630.0,,,,,,,320000.0,,1702 Caldwell Road,Nova Scotia,Nova Scotia,B3G 1C6,44.6143,-63.4754,4641.0,1987.0,Fully Developed,,1 Level,Baseboard,Baseboard,False,,False,False,,False,40
5331,5331,Single Family,Detached,,699.0,,,,,,,450125.0,,31 Redoubt Way,Nova Scotia,Nova Scotia,B3G 1E9,44.6078,-63.4833,6815.0,1978.0,Fully Developed,,Split Entry,Baseboard,Baseboard,False,,False,False,,False,40
5332,5332,Single Family,Semi-Detached,,704.0,,,,,,,421000.0,,46 Chater Street,Nova Scotia,Nova Scotia,B3G 1N7,44.6061,-63.4753,3049.0,1996.0,Fully Developed,,2 Level,Baseboard,Baseboard,False,,False,False,,False,40
5333,5333,Single Family,Semi-Detached,,589.0,,,,,,,450000.0,,140 Heritage Hills Drive,Nova Scotia,Nova Scotia,B3G 0A3,44.6102,-63.4649,3249.0,2007.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5334,5334,Single Family,Detached,,1215.0,,,,,,,390000.0,,10 Faulkner Drive,Nova Scotia,Nova Scotia,B3G 1C2,44.6099,-63.486,10925.0,1978.0,"Full, Partially Developed, Walkout",,Side Split,"Baseboard, Stove, Heat Pump, Fireplace","Baseboard, Stove, Heat Pump, Fireplace",False,,False,False,,False,40
5335,5335,Single Family,Semi-Detached,,719.0,,,,,,,451000.0,,31 Chater Street,Nova Scotia,Nova Scotia,B3G 1N7,44.6054,-63.4754,3055.0,1996.0,"Full, Fully Developed",,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5336,5336,Single Family,Detached,,1036.0,,,,,,,530100.0,,84 Keyport Avenue,Nova Scotia,Nova Scotia,B3G 0C5,44.6163,-63.4704,6002.0,2008.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5337,5337,Single Family,Detached,,1496.0,,,,,,,557000.0,,43 Castlebridge Lane,Nova Scotia,Nova Scotia,B3G 1N3,44.6144,-63.4782,4008.0,2020.0,"Full, Fully Developed",,2 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5338,5338,Single Family,Semi-Detached,,633.0,,,,,,,432500.0,,79 Blockade Circle,Nova Scotia,Nova Scotia,B3G 1C4,44.6107,-63.4795,4016.0,1994.0,Partially Developed,,Split Entry,Forced Air,Forced Air,False,,False,False,,False,40
5339,5339,Single Family,Detached,,962.0,,,,,,,285500.0,,10 Birch Hill Drive,Nova Scotia,Nova Scotia,B3G 1C8,44.614,-63.4744,30000.0,1976.0,"Undeveloped, Walkout",,Bungalow,Forced Air,Forced Air,False,,False,False,,False,40
5340,5340,Single Family,Detached,,681.0,,,,,,,395650.0,,137 Cow Bay Road,Nova Scotia,Nova Scotia,B3G 1C2,44.6106,-63.4871,44995.0,1953.0,Full,,1.5 Level,"Baseboard, Stove","Baseboard, Stove",False,,False,False,,False,40
5341,5341,Single Family,Semi-Detached,,1092.0,,,,,,,447000.0,,8 Sandlewood Terrace,Nova Scotia,Nova Scotia,B3G 1B5,44.6146,-63.4827,3331.0,1986.0,Fully Developed,,2 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5342,5342,Single Family,Detached,,722.0,,,,,,,460146.0,,146 Serop Crescent,Nova Scotia,Nova Scotia,B3G 1P8,44.613,-63.4678,4000.0,2000.0,"Full, Fully Developed",,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5343,5343,Single Family,Semi-Detached,,1100.0,,,,,,,450000.0,,57 Sandlewood Terrace,Nova Scotia,Nova Scotia,B3G 1B6,44.6157,-63.4809,3004.0,1985.0,"Fully Developed, Walkout",,2 Level,Baseboard,Baseboard,False,,False,False,,False,40
5344,5344,Single Family,Semi-Detached,,1110.0,,,,,,,400000.0,,13 Shoreview Drive,Nova Scotia,Nova Scotia,B3G 1G6,44.6051,-63.4777,3037.0,1988.0,Fully Developed,,2 Level,Baseboard,Baseboard,False,,False,False,,False,40
5345,5345,Single Family,Semi-Detached,,1506.0,,,,,,,530000.0,,118 Kaleigh Drive,Nova Scotia,Nova Scotia,B3G 0G8,44.6116,-63.4802,18593.0,2016.0,"Partial, Fully Developed, Walkout",,2 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5346,5346,Single Family,Semi-Detached,,704.0,,,,,,,436500.0,,137 Vicky Crescent,Nova Scotia,Nova Scotia,B3G 1T3,44.6113,-63.4645,4925.0,2003.0,"Full, Fully Developed",,Split Entry,Baseboard,Baseboard,False,,False,False,,False,40
5347,5347,Single Family,Semi-Detached,,1280.0,,,,,,,425000.0,,53 Blockade Circle,Nova Scotia,Nova Scotia,B3G 1E6,44.6099,-63.4792,3369.0,1989.0,Fully Developed,,"Split Entry, 2 Level","Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5348,5348,Single Family,Detached,,764.0,,,,,,,376200.0,,1989 Caldwell Road,Nova Scotia,Nova Scotia,B3G 1H9,44.6044,-63.4675,7090.0,1983.0,Partially Developed,,"Bungalow, 1 Level","Baseboard, Hot Water","Baseboard, Hot Water",False,,False,False,,False,40
5349,5349,Single Family,Detached,,1496.0,,,,,,,597000.0,,21 Boyne Court,Nova Scotia,Nova Scotia,B3G 0G9,44.6135,-63.4764,3547.0,2019.0,"Full, Fully Developed",,2 Level,"Baseboard, Heat Pump, Ductless Cooling","Baseboard, Heat Pump, Ductless Cooling",False,,False,False,,False,40
5350,5350,Single Family,Detached,,768.0,,,,,,,452000.0,,103 Melrose Crescent,Nova Scotia,Nova Scotia,B3G 1P1,44.612,-63.4664,4200.0,1996.0,"Full, Fully Developed",,Split Entry,Baseboard,Baseboard,False,,False,False,,False,40
5351,5351,Single Family,Semi-Detached,,780.0,,,,,,,461000.0,,18 Peter Court,Nova Scotia,Nova Scotia,B3G 1S9,44.605,-63.475,4506.0,1999.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5352,5352,Condominium,Condo Townhouse,,1216.0,,,,,,,511000.0,,142 Sailors Trail,Nova Scotia,Nova Scotia,B3G 0A1,44.6095,-63.4872,,2022.0,None,,1 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5353,5353,Single Family,Detached,,1076.0,,,,,,,567000.0,,26 Sandpiper Drive,Nova Scotia,Nova Scotia,B3G 1R3,44.5977,-63.4582,6624.0,2000.0,"Full, Fully Developed",,Split Entry,"Baseboard, Heat Pump, Hot Water","Baseboard, Heat Pump, Hot Water",False,,False,False,,False,40
5354,5354,Single Family,Detached,,1237.0,,,,,,,237000.0,,81 Hillside Drive,Nova Scotia,Nova Scotia,B3G 1H9,44.6043,-63.4659,9212.0,1955.0,"Full, Partially Developed",,1.5 Level,"Furnace, Forced Air","Furnace, Forced Air",False,,False,False,,False,40
5355,5355,Single Family,Semi-Detached,,1105.0,,,,,,,410100.0,,16 Osborne Drive,Nova Scotia,Nova Scotia,B3G 1H1,44.6043,-63.4701,3149.0,1987.0,"Full, Partially Developed",,2 Level,Baseboard,Baseboard,False,,False,False,,False,40
5356,5356,Single Family,Semi-Detached,,1232.0,,,,,,,446000.0,,127 Briarwood Drive,Nova Scotia,Nova Scotia,B3G 1B7,44.6149,-63.4804,3136.0,1985.0,"Full, Partially Developed",,2 Level,Baseboard,Baseboard,False,,False,False,,False,40
5357,5357,Single Family,Semi-Detached,,600.0,,,,,,,450000.0,,2073 Caldwell Road,Nova Scotia,Nova Scotia,B3G 1H7,44.6019,-63.4666,3254.0,2010.0,"Full, Fully Developed",,Split Entry,Baseboard,Baseboard,False,,False,False,,False,40
5358,5358,Single Family,Semi-Detached,,1536.0,,,,,,,525250.0,,162 Ridding Road,Nova Scotia,Nova Scotia,B3G 0E2,44.6071,-63.4858,4744.0,2013.0,"Full, Fully Developed",,2 Level,"Baseboard, Heat Pump, Fireplace","Baseboard, Heat Pump, Fireplace",False,,False,False,,False,40
5359,5359,Single Family,Semi-Detached,,1188.0,,,,,,,468000.0,,83 Cannon Crescent,Nova Scotia,Nova Scotia,B3G 0E3,44.6082,-63.4827,3540.0,1987.0,Fully Developed,,2 Level,Baseboard,Baseboard,False,,False,False,,False,40
5360,5360,Single Family,Semi-Detached,,720.0,,,,,,,425000.0,,48 Peter Court,Nova Scotia,Nova Scotia,B3G 1S9,44.6048,-63.4738,3014.0,2003.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5361,5361,Single Family,Semi-Detached,,1056.0,,,,,,,460000.0,,17 Cannon Cres,Nova Scotia,Nova Scotia,B3G 1E9,44.6069,-63.4828,6323.0,1985.0,"Full, Fully Developed, Walkout",,2 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5362,5362,Single Family,Semi-Detached,,1376.0,,,,,,,491100.0,,41 Delcraft Court,Nova Scotia,Nova Scotia,B3G 0B2,44.6137,-63.4692,3765.0,2007.0,"Full, Fully Developed, Walkout",,3 Level,Baseboard,Baseboard,False,,False,False,,False,40
5363,5363,Single Family,Detached,,736.0,,,,,,,470000.0,,31 Jeep Crescent,Nova Scotia,Nova Scotia,B3G 1P3,44.6159,-63.4629,4145.0,2003.0,Full,,Split Entry,Baseboard,Baseboard,False,,False,False,,False,40
5364,5364,Single Family,Semi-Detached,,1243.0,,,,,,,470500.0,,38 Rosewood Lane,Nova Scotia,Nova Scotia,B3G 1B4,44.6149,-63.4836,3257.0,1988.0,"Full, Partially Developed, Walkout",,2 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5365,5365,Condominium,Condo Townhouse,,965.0,,,,,,,440000.0,,34 Candytuft Close,Nova Scotia,Nova Scotia,B3G 0A2,44.6096,-63.4887,,2017.0,None,,Bungalow,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5366,5366,Single Family,Detached,,1547.0,,,,,,,585000.0,,54 Kerri Lea Lane,Nova Scotia,Nova Scotia,B3G 0G4,44.614,-63.4802,5992.0,2018.0,"Fully Developed, Walkout",,2 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5367,5367,Single Family,Detached,,704.0,,,,,,,442500.0,,1994 Caldwell Road,Nova Scotia,Nova Scotia,B3G 1H9,44.6044,-63.4669,6027.0,2003.0,"Full, Fully Developed",,Split Entry,Baseboard,Baseboard,False,,False,False,,False,40
5368,5368,Single Family,Semi-Detached,,638.0,,,,,,,351500.0,,144 Briarwood Drive,Nova Scotia,Nova Scotia,B3G 1B7,44.6158,-63.4802,3007.0,1987.0,Fully Developed,,Split Entry,Baseboard,Baseboard,False,,False,False,,False,40
5369,5369,Single Family,Semi-Detached,,660.0,,,,,,,405000.0,,20 Heritage Hills Drive,Nova Scotia,Nova Scotia,B3G 1N5,44.6129,-63.4692,3584.0,2002.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5370,5370,Single Family,Detached,,731.0,,,,,,,230000.0,,488 Cow Bay Road,Nova Scotia,Nova Scotia,B3G 1J6,44.6152,-63.4682,6603.0,1970.0,Crawl Space,,1 Level,Baseboard,Baseboard,False,,False,False,,False,40
5371,5371,Single Family,Detached,,1496.0,,,,,,,585000.0,,59 Castlebridge Lane,Nova Scotia,Nova Scotia,B3G 1N3,44.615,-63.478,4053.0,2020.0,Fully Developed,,2 Level,Baseboard,Baseboard,False,,False,False,,False,40
5372,5372,Single Family,Detached,,750.0,,,,,,,504000.0,,2016 Caldwell Road,Nova Scotia,Nova Scotia,B3G 1H9,44.6036,-63.4663,24140.0,1947.0,"Full, Fully Developed",,Bungalow,"Baseboard, Furnace, Hot Water","Baseboard, Furnace, Hot Water",False,,False,False,,False,40
5373,5373,Single Family,Detached,,822.0,,,,,,,537500.0,,61 Briarwood Drive,Nova Scotia,Nova Scotia,B3G 1B9,44.613,-63.4836,6869.0,1985.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
5374,5374,Single Family,Semi-Detached,,723.0,,,,,,,460000.0,,44 Chater Street,Nova Scotia,Nova Scotia,B3G 1N7,44.606,-63.4754,3004.0,1996.0,Fully Developed,,Split Entry,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,,False,40
