property_id,property_index,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data,subject_id
1176,1176,Freehold Townhouse,Freehold Townhouse,,1714.0,,,,,,,653500.0,,272 Brassy Minnow Cres,Nepean,Ontario,K2J 3V5,45.254,-75.7479,1755.0,,Finished,,Two,Forced Air,Central Air,False,,False,False,,False,15
1177,1177,"Condo Apartment, 2-Storey ",Condo Apartment,,1100.0,,,,,,,417000.0,,Unit Unit A - 453 Chapman Mills Drive ,Nepean ,Ontario,K2J 5P4,45.2726,-75.7233,,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1178,1178,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1645.0,,,,,,,653500.0,,272 Brassy Minnow Crescent ,Nepean ,Ontario,K2J 3V5,45.254,-75.7479,1743.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1179,1179,Detached,Detached,,3000.0,,,,,,,1220890.0,,625 New Liskeard Cres,Nepean,Ontario,K2J 0N4,45.2674,-75.7228,5895.0,,"Unfinished, W/O",,Two,Forced Air,Central Air,False,,False,False,,False,15
1180,1180,"Detached, 2-Storey ",Detached,,3250.0,,,,,,,1220890.0,,625 New Liskeard Crescent ,Nepean ,Ontario,K2J 0N4,45.2674,-75.7228,5895.0,,"Unfinished, Walk-Out ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1181,1181,Detached,Detached,,1651.0,,,,,,,820000.0,,406 BLACKLEAF Dr ,Nepean ,Ontario,K2J 5S5,45.2489,-75.7321,4264.0,,"Finished, Full ",,Bungalow ,Forced Air ,Central Air ,False,,False,False,,False,15
1182,1182,Detached,Detached,,2781.0,,,,,,,1244900.0,,334 Shadehill Cres ,Nepean ,Ontario,K2J 0L6,45.2494,-75.7228,5684.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1183,1183,"Detached, Bungalow ",Detached,,1646.0,,,,,,,820000.0,,406 BLACKLEAF Drive ,Nepean ,Ontario,K2J 5S5,45.2489,-75.7321,4264.0,,"Full, Finished ",,Bungalow ,Forced Air ,Central Air ,False,,False,False,,False,15
1184,1184,"Detached, 2-Storey ",Detached,,2720.0,,,,,,,1244900.0,,334 Shadehill Crescent ,Nepean ,Ontario,K2J 0L6,45.2494,-75.7228,5684.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1185,1185,Freehold Townhouse,Freehold Townhouse,,,,,,,,,700000.0,,845 MOCHI Circ ,Nepean ,Ontario,K2J 6Y9,45.2608,-75.7438,1672.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1186,1186,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1697.0,,,,,,,700000.0,,845 MOCHI Circle ,Nepean ,Ontario,K2J 6Y9,45.2608,-75.7438,1672.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1187,1187,Detached,Detached,,2108.0,,,,,,,790000.0,,2806 GRAND CANAL St ,Nepean ,Ontario,K2J 0T2,45.2489,-75.7423,2952.0,10.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1188,1188,"Detached, 2-Storey ",Detached,,2134.0,,,,,,,790000.0,,2806 GRAND CANAL Street ,Nepean ,Ontario,K2J 0T2,45.2489,-75.7423,2952.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1189,1189,Detached,Detached,,2703.0,,,,,,,916410.0,,2174 Sunset Cove Circ ,Nepean ,Ontario,K2J 0T9,45.2521,-75.7364,4746.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1190,1190,Condo Apt,Condo Apt,,1300.0,,,,,,,410000.0,,3978 JOCKVALE Rd ,Nepean ,Ontario,K2J 4J9,45.2622,-75.7463,,2.0,,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1191,1191,Detached,Detached,,2067.0,,,,,,,888000.0,,109 Point Prim Cres ,Nepean ,Ontario,K2J 6P5,45.2624,-75.75,2856.0,2.0,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1192,1192,"Condo Apartment, 3-Storey ",Condo Apartment,,1300.0,,,,,,,410000.0,,3978 JOCKVALE Road ,Nepean ,Ontario,K2J 4J9,45.2622,-75.7463,,,,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1193,1193,"Detached, 2-Storey ",Detached,,2669.0,,,,,,,916410.0,,2174 Sunset Cove Circle ,Nepean ,Ontario,K2J 0T9,45.2521,-75.7364,4746.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1194,1194,"Detached, 2-Storey ",Detached,,2066.0,,,,,,,888000.0,,109 Point Prim Crescent ,Nepean ,Ontario,K2J 6P5,45.2624,-75.75,2856.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1195,1195,Freehold Townhouse,Freehold Townhouse,,,,,,,,,605000.0,,2472 Nutgrove Ave ,Nepean ,Ontario,K2J 0X3,45.2488,-75.7456,2268.0,10.0,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1196,1196,Freehold Townhouse,Freehold Townhouse,,1329.0,,,,,,,510000.0,,909 Kilbirnie Dr ,Nepean ,Ontario,K2J 5T9,45.2411,-75.7321,1170.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1197,1197,"Row Unit, 2 Storey, 2 Storey ","Row Unit, 2 Storey",,1865.0,,,,,,,565000.0,,424 ASHBOURNE Crescent ,Nepean ,Ontario,K2J 0H7,45.2541,-75.7289,2141.08,2008.0,"Unfinished, Full ",,2 Storey ,Forced Air ,Central Air Conditioning ,False,,False,False,,False,15
1198,1198,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1284.0,,,,,,,510000.0,,909 Kilbirnie Drive ,Nepean ,Ontario,K2J 5T9,45.2411,-75.7321,1170.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1199,1199,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1630.0,,,,,,,605000.0,,2472 Nutgrove Avenue ,Nepean ,Ontario,K2J 0X3,45.2488,-75.7456,2268.0,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1200,1200,Freehold Townhouse,Freehold Townhouse,,1621.0,,,,,,,635000.0,,333 Aphelion Cres ,Nepean ,Ontario,K2J 6N4,45.2485,-75.75,1701.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1201,1201,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1596.0,,,,,,,635000.0,,333 Aphelion Crescent ,Nepean ,Ontario,K2J 6N4,45.2485,-75.75,1701.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1202,1202,Freehold Townhouse,Freehold Townhouse,,,,,,,,,645000.0,,738 Mayfly Cres ,Nepean ,Ontario,K2J 0T3,45.2449,-75.7411,2158.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1203,1203,Freehold Townhouse,Freehold Townhouse,,1540.0,,,,,,,763750.0,,277 Cairnsmore Circ ,Nepean ,Ontario,K2J 0G4,45.2498,-75.7273,3564.0,,Part Fin ,,Bungalow ,Forced Air ,Central Air ,False,,False,False,,False,15
1204,1204,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1680.0,,,,,,,645000.0,,738 Mayfly Crescent ,Nepean ,Ontario,K2J 0T3,45.2449,-75.7411,2158.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1205,1205,Detached,Detached,,2081.0,,,,,,,795000.0,,100 Burbot St ,Nepean ,Ontario,K2J 6J7,45.2527,-75.7484,5632.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1206,1206,Freehold Townhouse,Freehold Townhouse,,1602.0,,,,,,,590000.0,,211 Sorento St ,Nepean ,Ontario,K2J 0B6,45.2728,-75.7185,2060.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1207,1207,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1635.0,,,,,,,590000.0,,211 Sorento Street ,Nepean ,Ontario,K2J 0B6,45.2728,-75.7185,2060.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1208,1208,"Detached, 2-Storey ",Detached,,2068.0,,,,,,,795000.0,,100 Burbot Street ,Nepean ,Ontario,K2J 6J7,45.2527,-75.7484,5632.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1209,1209,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1543.0,,,,,,,575000.0,,740 Chromite ,Nepean ,Ontario,K2J 7J2,45.2633,-75.7478,1568.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1210,1210,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1814.0,,,,,,,660000.0,,147 Cedardown ,Nepean ,Ontario,K2J 0W3,45.2429,-75.7205,3300.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1211,1211,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1258.0,,,,,,,489990.0,,510 Celestine Private ,Nepean ,Ontario,K2J 7B5,45.2642,-75.7445,924.0,,"Crawl Space, Unfinished ",,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1212,1212,Freehold Townhouse,Freehold Townhouse,,1300.0,,,,,,,587000.0,,491 Ashbourne Cres ,Nepean ,Ontario,K2J 0P5,45.2553,-75.728,1862.0,10.0,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1213,1213,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1300.0,,,,,,,587000.0,,491 Ashbourne Crescent ,Nepean ,Ontario,K2J 0P5,45.2553,-75.728,1862.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1214,1214,Freehold Townhouse,Freehold Townhouse,,1663.0,,,,,,,609900.0,,654 Kilbirnie Dr ,Nepean ,Ontario,K2J 0G7,45.2472,-75.7254,2052.0,23.0,"Full, Part Fin ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1215,1215,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1683.0,,,,,,,609900.0,,654 Kilbirnie Drive ,Nepean ,Ontario,K2J 0G7,45.2472,-75.7254,2052.0,,"Full, Partially Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1216,1216,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1258.0,,,,,,,489990.0,,508 Celestine Private ,Nepean ,Ontario,K2J 4H7,45.2643,-75.7445,924.0,,"Crawl Space, Unfinished ",,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1217,1217,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1236.0,,,,,,,505000.0,,704 CHROMITE ,Nepean ,Ontario,K2J 6P5,45.263,-75.7485,924.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1218,1218,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1300.0,,,,,,,500000.0,,623 Bluegill Avenue ,Nepean ,Ontario,K2J 0T3,45.245,-75.7379,924.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1219,1219,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1888.0,,,,,,,569990.0,,526 Celestine Private ,Nepean ,Ontario,K2J 4H7,45.2645,-75.7444,1100.0,,"Unfinished, Crawl Space ",,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1220,1220,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,2250.0,,,,,,,620000.0,,450 Meadowhawk Crescent ,Nepean ,Ontario,K2J 5W8,45.2472,-75.7333,1886.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1221,1221,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1618.0,,,,,,,635000.0,,204 GARRITY Crescent ,Nepean ,Ontario,K2J 3T7,45.2667,-75.7339,1820.0,,"Full, Partially Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1222,1222,"Condo Apartment, Apartment ",Condo Apartment,,1100.0,,,,,,,435000.0,,145 Walleye Private ,Nepean ,Ontario,K2J 6R2,45.25,-75.7483,,,"Full, Unfinished ",,Apartment ,Forced Air ,Central Air ,False,,False,False,,False,15
1223,1223,Detached,Detached,,3349.0,,,,,,,1230000.0,,655 New Liskeard Cres ,Nepean ,Ontario,K2J 0N3,45.2684,-75.7204,6419.0,,"Fin W/O, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1224,1224,"Detached, 2-Storey ",Detached,,3163.0,,,,,,,1230000.0,,655 New Liskeard Crescent ,Nepean ,Ontario,K2J 0N3,45.2684,-75.7204,6419.0,,"Finished with Walk-Out, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1225,1225,"Detached, 2-Storey ",Detached,,1763.0,,,,,,,750000.0,,111 Damselfly Way ,Nepean ,Ontario,K2J 6H6,45.2427,-75.7306,3069.0,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1226,1226,Condo Townhouse,Condo Townhouse,,1100.0,,,,,,,430000.0,,2561 Longfields Rd ,Nepean ,Ontario,K2J 2L7,45.2571,-75.7292,,,None ,,Stacked Townhse ,Forced Air ,Central Air ,False,,False,False,,False,15
1227,1227,"Condo Townhouse, Stacked Townhouse ",Condo Townhouse,,1100.0,,,,,,,430000.0,,2561 Longfields Road ,Nepean ,Ontario,K2J 2L7,45.2571,-75.7292,,,None ,,Stacked Townhouse ,Forced Air ,Central Air ,False,,False,False,,False,15
1228,1228,Freehold Townhouse,Freehold Townhouse,,2250.0,,,,,,,653000.0,,872 Kennacraig ,Nepean ,Ontario,K2J 5T5,45.2478,-75.7314,2825.0,10.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1229,1229,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1258.0,,,,,,,489990.0,,211 Verulam Street ,Nepean ,Ontario,K2J 7B5,45.2641,-75.7447,924.0,,"Crawl Space, Unfinished ",,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1230,1230,"Detached, 2-Storey ",Detached,,1657.0,,,,,,,655000.0,,3044 Freshwater Way ,Nepean ,Ontario,K2J 3V5,45.2513,-75.7475,2706.0,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1231,1231,,Freehold Townhouse,,2250.0,,,,,,,695000.0,,539 Jackdaw Ave ,Nepean ,Ontario,K2J 6M8,45.246,-75.7434,98.0,10.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1232,1232,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,2250.0,,,,,,,695000.0,,539 Jackdaw Avenue ,Nepean ,Ontario,K2J 6M8,45.246,-75.7434,1960.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1233,1233,"Condo Townhouse, Stacked Townhouse ",Condo Townhouse,,1100.0,,,,,,,399990.0,,541 Celestine Private ,Nepean ,Ontario,K2J 4H7,45.265,-75.7441,,,None ,,Stacked Townhouse ,Forced Air ,Central Air ,False,,False,False,,False,15
1234,1234,"Condo Townhouse, Other ",Condo Townhouse,,1100.0,,,,,,,410000.0,,241 ZENITH ,Nepean ,Ontario,K2J 6N3,45.2494,-75.75,,,"Full, Unfinished ",,Other ,Forced Air ,Central Air ,False,,False,False,,False,15
1235,1235,"Detached, 2-Storey ",Detached,,2417.0,,,,,,,918000.0,,553 Kilbirnie Drive ,Nepean ,Ontario,K2J 0E8,45.2526,-75.7288,,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1236,1236,"Condo Apartment, 2-Storey ",Condo Apartment,,1100.0,,,,,,,417000.0,,114 WALLEYE ,Nepean ,Ontario,K2J 6L3,45.2502,-75.7475,,,"None, None ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1237,1237,"Condo Apartment, 2-Storey ",,,1100.0,,,,,,,387000.0,,203 Infusion Private ,Nepean ,Ontario,K2J 0H9,45.2698,-75.7327,,,,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1238,1238,"Condo Apartment, Apartment ",,,1100.0,,,,,,,473000.0,,Unit 204 - 399 BAYROSE Drive ,Nepean ,Ontario,K2J 5G3,45.2699,-75.7376,,,,,Apartment ,Forced Air ,Central Air ,False,,False,False,,False,15
1239,1239,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,,,,,,,,489990.0,,504 Celestine Private ,Nepean ,Ontario,K2J 4H7,45.2644,-75.7446,924.0,,"Crawl Space, Unfinished ",,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1240,1240,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1750.0,,,,,,,600000.0,,3566 RIVER RUN Avenue ,Nepean ,Ontario,K2J 6J7,45.2524,-75.7486,1722.0,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1241,1241,"Detached, 2-Storey ",Detached,,,,,,,,,735000.0,,3003 Freshwater Way ,Nepean ,Ontario,K2J 5J8,45.2514,-75.7453,2673.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1242,1242,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1300.0,,,,,,,524000.0,,915 Kilbirnie Drive ,Nepean ,Ontario,K2J 5T9,45.241,-75.7323,1170.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1243,1243,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,,,,,,,,620000.0,,718 Paul Metivier Drive ,Nepean ,Ontario,K2J 3T5,45.2655,-75.732,1960.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1244,1244,"Condo Townhouse, Stacked Townhouse ",Condo Townhouse,,1300.0,,,,,,,409990.0,,577 Celestine Private ,Nepean ,Ontario,K2J 4H7,45.2648,-75.7436,,,None ,,Stacked Townhouse ,Forced Air ,Central Air ,False,,False,False,,False,15
1245,1245,"Condo Apartment, 2-Storey ",Condo Apartment,,,,,,,,,429900.0,,Unit B - 750 Chapman Mills Drive ,Nepean ,Ontario,K2J 3V1,45.269,-75.7332,,,"None, None ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1246,1246,"Detached, 2-Storey ",Detached,,2250.0,,,,,,,857500.0,,2790 Grand Canal Street ,Nepean ,Ontario,K2J 0S5,45.2496,-75.7428,3402.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1247,1247,"Condo Apartment, 2-Storey ",Condo Apartment,,1100.0,,,,,,,370000.0,,3395 Cambrian Road ,Nepean ,Ontario,K2J 1S3,45.2562,-75.7294,,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1248,1248,"Detached, 2-Storey ",Detached,,2625.0,,,,,,,1090000.0,,675 Rye Grass Way ,Nepean ,Ontario,K2J 6Z8,45.2409,-75.7379,,,Full ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1249,1249,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1300.0,,,,,,,629000.0,,127 Sorento Street ,Nepean ,Ontario,K2J 0B1,45.2713,-75.7183,,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1250,1250,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1750.0,,,,,,,531200.0,,2223 River Mist Road ,Nepean ,Ontario,K2J 0R8,45.2528,-75.743,12935.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1251,1251,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1300.0,,,,,,,602000.0,,716 MAYFLY Crescent ,Nepean ,Ontario,K2J 0T3,45.2455,-75.7409,1806.0,,"Full, Partially Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1252,1252,"Semi-Detached, 2-Storey ",Semi-Detached,,1750.0,,,,,,,670000.0,,106 Abetti Ridge ,Nepean ,Ontario,K2J 0Y7,45.259,-75.7313,,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1253,1253,"Detached, 2-Storey ",Detached,,,,,,,,,1032500.0,,143 Point Prim Crescent ,Nepean ,Ontario,K2J 6P7,45.2607,-75.7498,,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1254,1254,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1500.0,,,,,,,615000.0,,143 Garrity Crescent ,Nepean ,Ontario,K2J 3T5,45.266,-75.7326,,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1255,1255,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1300.0,,,,,,,523000.0,,2629 Baynes Sound Way ,Nepean ,Ontario,K2J 0X2,45.2493,-75.7447,,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1256,1256,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1750.0,,,,,,,700000.0,,101 Goldwood ,Nepean ,Ontario,K2J 0P4,45.2542,-75.7299,4508.0,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1257,1257,"Detached, 2-Storey ",Detached,,1750.0,,,,,,,978000.0,,808 Clearbrook Drive ,Nepean ,Ontario,K2J 0H5,45.2718,-75.7204,4300.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1258,1258,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1750.0,,,,,,,670000.0,,1070 Chapman Mills Drive ,Nepean ,Ontario,K2J 6P5,45.2626,-75.7506,,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1259,1259,"Condo Townhouse, Stacked Townhouse ",Condo Townhouse,,1100.0,,,,,,,399163.0,,757 Chapman Mills Drive ,Nepean ,Ontario,K2J 3V1,45.2693,-75.7337,,,None ,,Stacked Townhouse ,Forced Air ,Central Air ,False,,False,False,,False,15
1260,1260,"Detached, 2-Storey ",Detached,,2750.0,,,,,,,870000.0,,104 Chenoa Way ,Nepean ,Ontario,K2J 0M2,45.2435,-75.7217,,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1261,1261,"Detached, 2-Storey ",Detached,,,,,,,,,779000.0,,2402 Regatta Avenue ,Nepean ,Ontario,K2J 0T8,45.2516,-75.7385,,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1262,1262,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1300.0,,,,,,,549900.0,,125 Osnabrook Private ,Nepean ,Ontario,K2J 0G8,45.247,-75.7258,,,"Unfinished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1263,1263,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1750.0,,,,,,,590000.0,,106 Garrity Crescent ,Nepean ,Ontario,K2J 3T4,45.2666,-75.7313,,,Full ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1264,1264,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1750.0,,,,,,,740000.0,,340 Kilspindie Ridge ,Nepean ,Ontario,K2J 5M8,45.2543,-75.7105,,,Finished with Walk-Out ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1265,1265,"Detached, 2-Storey ",Detached,,1750.0,,,,,,,685000.0,,481 Paul Metivier Drive ,Nepean ,Ontario,K2J 0A9,45.27,-75.719,,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1266,1266,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1750.0,,,,,,,607500.0,,284 Pastel Way ,Nepean ,Ontario,K2J 6C1,45.2463,-75.7448,,,"Unfinished, Full ",,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1267,1267,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1750.0,,,,,,,550000.0,,326 Olivenite Private ,Nepean ,Ontario,K2J 7J4,45.2639,-75.7462,,,None ,,3-Storey ,Forced Air ,,False,,False,False,,False,15
1268,1268,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1300.0,,,,,,,520000.0,,702 Chromite Private ,Nepean ,Ontario,K2J 7J2,45.263,-75.7486,,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1269,1269,"Condo Townhouse, Stacked Townhouse ",Condo Townhouse,,1300.0,,,,,,,405990.0,,585 Celestine Private ,Nepean ,Ontario,K2J 4H7,45.2647,-75.7436,,,None ,,Stacked Townhouse ,Forced Air ,Central Air ,False,,False,False,,False,15
1270,1270,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1300.0,,,,,,,500000.0,,547 Snow Goose Street ,Nepean ,Ontario,K2J 0T3,45.2443,-75.74,,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1271,1271,"Detached, 2-Storey ",Detached,,2750.0,,,,,,,959000.0,,178 Chenoa Way ,Nepean ,Ontario,K2J 0M4,45.2417,-75.7248,,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1272,1272,"Detached, 2-Storey ",Detached,,,,,,,,,1100000.0,,556 Erinwoods Circle ,Nepean ,Ontario,K2J 5M7,45.2531,-75.7161,,,"Full, Partially Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1273,1273,"Freehold Townhouse, Bungalow ",Freehold Townhouse,,1300.0,,,,,,,775000.0,,242 Cairnsmore Circle ,Nepean ,Ontario,K2J 0G5,45.2492,-75.729,,,"Walk-Out, Finished with Walk-Out ",,Bungalow ,Forced Air ,Central Air ,False,,False,False,,False,15
1274,1274,"Condo Townhouse, Stacked Townhouse ",Condo Townhouse,,1300.0,,,,,,,428000.0,,Unit B - 433 Chapman Mills Drive ,Nepean ,Ontario,K2J 5P4,45.2727,-75.7229,,,None ,,Stacked Townhouse ,Forced Air ,Central Air ,False,,False,False,,False,15
1275,1275,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1750.0,,,,,,,628000.0,,262 Brambling Way ,Nepean ,Ontario,K2J 0T7,45.2492,-75.7394,,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1276,1276,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,,1750.0,,,,,,,529000.0,,Unit B - 3502 River Run Avenue ,Nepean ,Ontario,K2J 0R5,45.2528,-75.745,,,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
1277,1277,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,,1750.0,,,,,,,712500.0,,506 Jackdaw Avenue ,Nepean ,Ontario,K2J 6M8,45.2452,-75.7445,,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,,False,15
