property_id,subject_id,orderID,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data
27,0,4762597,"Detached, 2-Storey ",Detached,Detached,1750.0,4,0,4,0,0,0.0,745000.0,2025-01-28,2138 Balantrae Circle ,Kingston ,Ontario,K7M 9H8,44.2331,-76.5906,3815.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
28,0,4762597,Semi-Detached,Semi-Detached,Semi-Detached,1252.0,3,0,3,1,1,1.5,465000.0,2025-01-29,692 Truedell Rd,Kingston,Ontario,K7M 6T2,44.2462,-76.5788,3775.5,,"Full, Part Fin",,Two,Forced Air,Central Air,False,,False,False,semi-detached-indicator,False
29,0,4762597,"Semi-Detached, 2-Storey ",Semi-Detached,Semi-Detached,1259.0,3,0,3,0,0,0.0,465000.0,2025-01-29,692 Truedell Road ,Kingston ,Ontario,K7M 6T2,44.2462,-76.5788,3741.0,,"Full, Partially Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,semi-detached-indicator,False
30,0,4762597,Detached,Detached,Detached,1300.0,3,0,3,2,0,2.0,595000.0,2025-01-30,728 Sussex Blvd,Kingston,Ontario,K7M 5B1,44.2467,-76.5959,7800.0,,"Part Bsmt, W/O",,3.0,Forced Air,Central Air,False,,False,False,detached-indicator,False
31,0,4762597,"Detached, Sidesplit 3 ",Detached,Detached,1300.0,3,0,3,0,0,0.0,595000.0,2025-01-30,728 Sussex Boulevard ,Kingston ,Ontario,K7M 5B1,44.2467,-76.5959,7735.0,,"Partial Basement, Walk-Out ",,Sidesplit 3 ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
32,0,4762597,"Condo Townhouse, 2-Storey ",Condo Townhouse,Condominium,1100.0,3,0,3,0,0,0.0,375000.0,2025-01-31,Unit 51 - 808 Datzell Lane,Kingston ,Ontario,K7M 7R6,44.25,-76.5903,,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False
33,0,4762597,Detached,Detached,Detached,2700.0,3,0,3,3,0,3.0,935000.0,2025-01-31,1126 Dunham St,Kingston,Ontario,K7P 2L4,44.2547,-76.5988,7050.0,,Fin W/O,,Two,Forced Air,Central Air,False,,False,False,detached-indicator,False
34,0,4762597,"Single Family Residence, Sidesplit ",Single Family Residence,Detached,1721.0,5,0,5,1,1,1.5,571400.0,2025-01-31,983 Westminster Place ,Kingston ,Ontario,K7P 1R1,44.2522,-76.5908,5929.0,,Finished ,,Sidesplit ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False
35,0,4762597,"Detached, Backsplit 4 ",Detached,Detached,2750.0,5,0,5,0,0,0.0,935000.0,2025-01-31,1126 Dunham Street ,Kingston ,Ontario,K7P 2L4,44.2547,-76.5988,7050.0,,Finished with Walk-Out ,,Backsplit 4 ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
36,0,4762597,Detached,Detached,Detached,1820.0,4,0,4,2,0,2.0,473030.0,2025-02-01,4061 BATH Rd ,Kingston ,Ontario,K7M 4Y6,44.2415,-76.6103,7344.0,75.0,"Part Bsmt, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False
37,0,4762597,"Detached, 2-Storey ",Detached,Detached,1797.0,4,0,4,0,0,0.0,473030.0,2025-02-01,4061 BATH Road ,Kingston ,Ontario,K7M 4Y6,44.2415,-76.6103,7344.0,,"Unfinished, Partial Basement ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
38,0,4762597,Detached,Detached,Detached,1500.0,2,0,2,2,0,2.0,580000.0,2025-02-04,661 Roosevelt Dr,Kingston,Ontario,K7M 8T8,44.2326,-76.5884,6000.0,,"Full, Unfinished",,One,Forced Air,Central Air,False,,False,False,detached-indicator,False
39,0,4762597,Semi-Detached,Semi-Detached,Semi-Detached,1501.0,3,0,3,2,0,2.0,550000.0,2025-02-04,657 Barnsley Cres,Kingston,Ontario,K7M 8X4,44.2319,-76.5967,4867.56,,Fin W/O,,Two,Forced Air,Central Air,False,,False,False,semi-detached-indicator,False
40,0,4762597,Detached,Detached,Detached,1616.0,3,0,3,2,1,2.5,762000.0,2025-02-04,418 Conservatory Dr,Kingston,Ontario,K7M 9C7,44.2319,-76.5915,3650.0,,"Finished, Full",,Two,Forced Air,Central Air,False,,False,False,detached-indicator,False
41,0,4762597,"Detached, Bungalow-Raised ",Detached,Detached,1750.0,2,0,2,0,0,0.0,580000.0,2025-02-04,661 Roosevelt Drive ,Kingston ,Ontario,K7M 8T8,44.2326,-76.5884,6000.0,,"Full, Unfinished ",,Bungalow-Raised ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
42,0,4762597,"Semi-Detached, 2-Storey ",Semi-Detached,Semi-Detached,1506.0,3,0,3,0,0,0.0,550000.0,2025-02-04,657 Barnsley Crescent ,Kingston ,Ontario,K7M 8X4,44.2319,-76.5967,4847.0,,Finished with Walk-Out ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,semi-detached-indicator,False
43,0,4762597,"Detached, 2-Storey ",Detached,Detached,1596.0,3,0,3,0,0,0.0,762000.0,2025-02-04,418 Conservatory Drive ,Kingston ,Ontario,K7M 9C7,44.2319,-76.5915,3640.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
44,0,4762597,Detached,Detached,Detached,1500.0,4,0,4,3,1,3.5,615000.0,2025-02-05,1001 Lombardy St,Kingston,Ontario,K7M 8M7,44.2394,-76.5895,6299.39,,Finished,,Two,Forced Air,Central Air,False,,False,False,detached-indicator,False
45,0,4762597,Detached,Detached,Detached,1300.0,3,0,3,2,0,2.0,595000.0,2025-02-05,605 Truedell Rd ,Kingston ,Ontario,K7M 6S7,44.2422,-76.5804,5400.0,40.0,Finished ,,Backsplit 3 ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False
46,0,4762597,Condo Apt,Condo Apt,Condominium,550.0,1,0,1,1,0,1.0,253750.0,2025-02-05,Unit 108 - 835 Milford Dr ,Kingston ,Ontario,K7P 1A7,44.2508,-76.5839,,75.0,Apartment ,,Apartment ,Baseboard ,Window Unit ,False,,False,False,condo-indicator,False
47,0,4762597,Condo Townhouse,Condo Townhouse,Condominium,1100.0,3,0,3,1,0,1.0,327000.0,2025-02-05,771 ASHWOOD Dr ,Kingston ,Ontario,K7M 6X7,44.2488,-76.5889,,40.0,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,condo-indicator,False
48,0,4762597,"Detached, 2-Storey ",Detached,Detached,1750.0,4,0,4,0,0,0.0,615000.0,2025-02-05,1001 Lombardy Street ,Kingston ,Ontario,K7M 8M7,44.2394,-76.5895,6279.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
49,0,4762597,"Detached, Backsplit 3 ",Detached,Detached,1300.0,3,0,3,0,0,0.0,595000.0,2025-02-05,605 Truedell Road ,Kingston ,Ontario,K7M 6S7,44.2422,-76.5804,5400.0,,Finished ,,Backsplit 3 ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False
