property_id,subject_id,orderID,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data,gla_diff_sqft,gla_diff_pct,size_match_excellent,size_match_good,size_match_acceptable,bedroom_diff,bedroom_exact_match,bedroom_close_match,bathroom_diff,bathroom_exact_match,bathroom_close_match,structure_type_match,property_age,age_diff_years,age_similar,same_city,same_province,postal_fsa,subject_fsa,same_fsa,distance_km,distance_excellent,distance_good,distance_acceptable,days_from_effective,sale_very_recent,sale_recent,sale_acceptable,recency_score,sale_month,effective_month,same_season,price_per_sqft,subject_price_per_sqft_est,price_per_sqft_diff,price_per_sqft_diff_pct,price_psf_very_similar,price_psf_similar,price_psf_acceptable,city_price_percentile,city_psf_percentile,market_tier,subject_market_tier,same_market_tier,needs_size_adjustment,needs_location_adjustment,needs_time_adjustment,total_adjustments_needed,physical_score,location_score,temporal_score,market_score,composite_score,comparable_rank,comparable_quality,is_top3_comparable
28,0,4762597,Semi-Detached,Semi-Detached,Semi-Detached,1252.0,3,0,3,1,1,1.5,465000.0,2025-01-29,692 Truedell Rd,Kingston,Ontario,K7M 6T2,44.2462,-76.5788,3775.5,,"Full, Part Fin",,Two,Forced Air,Central Air,False,,False,False,semi-detached-indicator,False,208.0,19.923371647509576,0,1,1,0.0,1,1,0.0,1,1,0,,,0,1,1,K7M,K7M,1,1.7698110305091928,0,1,1,72,1,1,1,0.6,1,4,0,371.40575079872207,446.15384615384613,74.74809535512406,16.75388344166574,0,1,1,0.12903225806451613,0.27586206896551724,Lower,Middle,0,1,0,0,1,70,85,100.0,60,79.5,1,Good,1
32,0,4762597,"Condo Townhouse, 2-Storey ",Condo Townhouse,Condominium,1100.0,3,0,3,0,0,0.0,375000.0,2025-01-31,Unit 51 - 808 Datzell Lane,Kingston ,Ontario,K7M 7R6,44.25,-76.5903,,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,56.0,5.363984674329502,1,1,1,0.0,1,1,1.5,0,0,0,,,0,0,1,K7M,K7M,1,1.9446123076839337,0,1,1,70,1,1,1,0.6111111111111112,1,4,0,340.90909090909093,446.15384615384613,105.2447552447552,23.589341692789958,0,0,1,0.06550218340611354,0.2072072072072072,Lower,Middle,0,0,1,0,1,85,60,100.0,35,75.5,3,Good,1
96,0,4762597,"Condo Townhouse, 2-Storey ",Condo Townhouse,Condominium,1100.0,3,0,3,0,0,0.0,400000.0,2025-03-21,1034 Craig Lane ,Kingston ,Ontario,K7M 7R8,44.249,-76.5911,,,Finished ,,2-Storey ,Forced Air ,,False,,True,False,condo-indicator,False,56.0,5.363984674329502,1,1,1,0.0,1,1,1.5,0,0,0,,,0,0,1,K7M,K7M,1,1.835168922107577,0,1,1,21,1,1,1,0.8833333333333333,3,4,1,363.6363636363636,446.15384615384613,82.5174825174825,18.495297805642632,0,1,1,0.08733624454148471,0.2747747747747748,Lower,Middle,0,0,1,0,1,85,60,100.0,60,78.0,2,Good,1
154,1,4762739,Single Family,Detached,Detached,1350.0,3,0,3,1,0,1.0,395000.0,2024-11-28,8426 Highway 7,Nova Scotia,Nova Scotia,B0J 2L0,44.7903,-63.1199,30719.0,1918.0,"Undeveloped, Full, Walkout",,2 Level,Forced Air,Forced Air,False,,False,False,detached-indicator,False,150.0,10.0,1,1,1,0.0,1,1,1.5,0,0,0,107.0,,0,1,1,B0J,B0J,1,6.322417112109355,0,0,1,140,0,1,1,0.2222222222222222,11,4,0,292.5925925925926,611.9318181818182,319.33922558922563,52.18542590873139,0,0,0,0.17079646017699116,0.10163339382940109,Lower,Upper,0,0,0,1,1,85,70,51.666666666666664,20,67.33333333333333,2,Good,1
155,1,4762739,Single Family,Detached,Detached,1320.0,3,0,3,2,0,2.0,378275.0,2024-12-06,569 West Jeddore Road,Nova Scotia,Nova Scotia,B0J 1P0,44.7584,-63.0603,92347.0,2013.0,"Undeveloped, Walkout",,Bungalow,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,detached-indicator,False,180.0,12.0,0,1,1,0.0,1,1,0.5,0,1,0,12.0,,0,1,1,B0J,B0J,1,2.4604448088528406,0,1,1,132,0,1,1,0.2666666666666667,12,4,0,286.5719696969697,611.9318181818182,325.35984848484856,53.169297431135874,0,0,0,0.14513274336283186,0.0925589836660617,Lower,Upper,0,1,0,1,2,55,85,53.0,10,59.1,3,Fair,1
167,1,4762739,Single Family,Detached,Detached,1472.0,3,0,3,2,0,2.0,545000.0,2025-05-02,Unit 7  East Petpeswick Road,Nova Scotia,Nova Scotia,B0J 2L0,44.7865,-63.1475,126952.0,,,,Bungalow,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,detached-indicator,False,28.0,1.866666666666667,1,1,1,0.0,1,1,0.5,0,1,0,,,0,1,1,B0J,B0J,1,8.392139092619491,0,0,1,-15,1,1,1,1.0,5,4,1,370.2445652173913,611.9318181818182,241.68725296442693,39.495781357232254,0,0,0,0.511504424778761,0.3411978221415608,Middle,Upper,0,0,0,0,0,85,70,100.0,30,78.0,1,Good,1
239,2,4763065,"Single Family Residence, Two Story ",Single Family Residence,Detached,2786.0,4,0,4,3,1,3.5,1195000.0,2025-02-07,Unit Lot 0032 - 162 Shaded Creek Drive ,Kitchener ,Ontario,N2P 0K7,43.3655,-80.4414,4000.0,,Unfinished ,,Two Story ,"Forced Air,  Natural Gas,  Heat Pump ","Energy Efficient,  Other ",False,,False,False,detached-indicator,False,214.0,7.133333333333333,1,1,1,0.0,1,1,1.0,0,0,0,,,0,1,1,N2P,N2P,1,1.1686975941880415,0,1,1,83,1,1,1,0.5388888888888889,2,5,0,428.9303661162958,485.3205512282804,56.390185111984636,11.619162833568192,0,1,1,0.9398148148148148,0.2336448598130841,Upper,Middle,0,0,0,0,0,85,85,100.0,70,86.5,3,Excellent,1
240,2,4763065,"Single Family Residence, Two Story ",Single Family Residence,Detached,2578.0,4,0,4,2,1,2.5,1135000.0,2025-02-07,900 Steepleridge Court ,Kitchener ,Ontario,N2P 2X4,43.3758,-80.4365,4223.0,2012.0,Finished ,,Two Story ,"Forced Air,  Natural Gas ","Central Air,  Humidity Control ",False,,False,False,detached-indicator,False,422.0,14.066666666666666,0,1,1,0.0,1,1,0.0,1,1,0,13.0,,0,1,1,N2P,N2P,1,0.4256584332929358,1,1,1,83,1,1,1,0.5388888888888889,2,5,0,440.2637703646237,485.3205512282804,45.056780863656684,9.283921884128766,1,1,1,0.8888888888888888,0.29906542056074764,Upper,Middle,0,1,0,0,1,70,100,100.0,100,88.0,2,Excellent,1
291,2,4763065,"Single Family Residence, Two Story ",Single Family Residence,Detached,2485.0,4,0,4,2,1,2.5,1155000.0,2025-03-24,931 Stonecliffe Walk ,Kitchener ,Ontario,N2P 2N1,43.3702,-80.4362,5880.0,2023.0,"Unfinished, Walk-Out Access ",,Two Story ,"Forced Air,  Natural Gas ",Central Air ,False,,False,False,detached-indicator,False,515.0,17.166666666666668,0,1,1,0.0,1,1,0.0,1,1,0,2.0,,0,1,1,N2P,N2P,1,0.4977816055054628,1,1,1,38,1,1,1,0.7888888888888889,3,5,1,464.7887323943662,485.3205512282804,20.5318188339142,4.230568596765778,1,1,1,0.9120370370370371,0.4672897196261682,Upper,Middle,0,1,0,0,1,70,100,100.0,100,88.0,2,Excellent,1
355,2,4763065,"Single Family Residence, 2.5 Storey ",Single Family Residence,Detached,3000.0,4,0,4,4,1,4.5,1275000.0,2025-05-05,955 Stonecliffe Walk ,Kitchener ,Ontario,N2P 0K5,43.3702,-80.4373,,,"Finished, Walk-Out Access ",,2.5 Storey ,"Forced Air,  Natural Gas ",Central Air ,False,,False,False,detached-indicator,False,0.0,0.0,1,1,1,0.0,1,1,2.0,0,0,0,,,0,1,1,N2P,N2P,1,0.5599456437729224,1,1,1,-4,1,1,1,1.0,5,5,1,425.0,485.3205512282804,60.32055122828041,12.429012345679013,0,1,1,0.9629629629629629,0.205607476635514,Upper,Middle,0,0,0,0,0,85,100,100.0,70,91.0,1,Excellent,1
361,2,4763065,"Single Family Residence, Two Story ",Single Family Residence,Detached,2931.0,4,0,4,3,1,3.5,1160000.0,2025-05-08,111 Autumn Ridge Trail ,Kitchener ,Ontario,N2P 2K1,43.3792,-80.418,,,"Finished, Separate Entrance ",,Two Story ,"Forced Air,  Natural Gas ",Central Air ,False,,False,False,detached-indicator,False,69.0,2.3,1,1,1,0.0,1,1,1.0,0,0,0,,,0,1,1,N2P,N2P,1,1.308204331550505,0,1,1,-7,1,1,1,1.0,5,5,1,395.76936199249405,485.3205512282804,89.55118923578635,18.451967263521905,0,1,1,0.9189814814814815,0.102803738317757,Upper,Middle,0,0,0,0,0,85,85,100.0,70,86.5,3,Excellent,1
426,3,4763086,Detached,Detached,Detached,1300.0,3,0,3,1,0,1.0,450000.0,2025-03-06,326 Jack St ,North Grenville ,Ontario,K0G 1J0,45.0167,-75.638,7198.0,75.0,Unfinished ,,1 1/2 Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,17.0,1.3250194855806703,1,1,1,1.0,0,1,2.0,0,0,1,1950.0,,0,0,1,K0G,K0G,1,0.6367203436412061,1,1,1,40,1,1,1,0.7777777777777778,3,4,1,346.15384615384613,267.0858115366042,79.06803461724195,29.603981642583683,0,0,1,0.22549019607843138,0.375,Lower,Middle,0,0,1,0,1,90,90,100.0,35,86.5,1,Excellent,1
432,3,4763086,"Detached, Bungalow ",Detached,Detached,1300.0,2,0,2,0,0,0.0,580000.0,2025-03-11,503 George Street E ,North Grenville ,Ontario,K0G 1J0,45.0227,-75.646,5751.12,,"Full, Unfinished ",,Bungalow ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,17.0,1.3250194855806703,1,1,1,0.0,1,1,3.0,0,0,0,,,0,0,1,K0G,K0G,1,0.2893043569525431,1,1,1,35,1,1,1,0.8055555555555556,3,4,1,446.15384615384613,267.0858115366042,179.06803461724195,67.04513189488563,0,0,0,0.5098039215686274,0.75,Middle,Middle,1,0,1,0,1,85,90,100.0,50,86.0,2,Excellent,1
444,3,4763086,"Semi-Detached, 2-Storey ",Semi-Detached,Semi-Detached,1300.0,3,0,3,0,0,0.0,509500.0,2025-04-04,203 Oxford Street E ,North Grenville ,Ontario,K0G 1J0,45.0191,-75.6467,,,"Full, Partially Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,semi-detached-indicator,False,17.0,1.3250194855806703,1,1,1,1.0,0,1,3.0,0,0,0,,,0,0,1,K0G,K0G,1,0.37351537599050394,1,1,1,11,1,1,1,0.9388888888888889,4,4,1,391.9230769230769,267.0858115366042,124.83726538647272,46.74050810421419,0,0,0,0.35294117647058826,0.5625,Middle,Middle,1,0,1,0,1,60,90,100.0,50,76.0,3,Good,1
446,3,4763086,"Detached, 2-Storey ",Detached,Detached,1300.0,3,0,3,0,0,0.0,599900.0,2025-04-07,11 George Street W ,North Grenville ,Ontario,K0G 1J0,45.0181,-75.6512,8712.0,,"Apartment, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,17.0,1.3250194855806703,1,1,1,1.0,0,1,3.0,0,0,0,,,0,0,1,K0G,K0G,1,0.7324072470511878,1,1,1,8,1,1,1,0.9555555555555556,4,4,1,461.46153846153845,267.0858115366042,194.37572692493427,72.77650797196878,0,0,0,0.5686274509803921,0.8125,Middle,Middle,1,0,1,0,1,60,90,100.0,50,76.0,3,Good,1
455,3,4763086,"Detached, 2-Storey ",Detached,Detached,1300.0,3,0,3,0,0,0.0,520000.0,2025-04-28,303 Jack Street ,North Grenville ,Ontario,K0G 1J0,45.018,-75.6391,,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,17.0,1.3250194855806703,1,1,1,1.0,0,1,3.0,0,0,0,,,0,0,1,K0G,K0G,1,0.4700649571664163,1,1,1,-13,1,1,1,1.0,4,4,1,400.0,267.0858115366042,132.91418846339582,49.76460100920782,0,0,0,0.37254901960784315,0.6145833333333334,Middle,Middle,1,0,1,0,1,60,90,100.0,50,76.0,3,Good,1
484,4,4763087,Condominium,Condo Townhouse,Condominium,1681.0,3,0,3,1,1,1.5,405000.0,2025-02-26,92 Forestside Crescent,Nova Scotia,Nova Scotia,B3M 1M4,44.6582,-63.65,,1975.0,Fully Developed,,2 Level,Forced Air,Forced Air,False,,False,False,condo-indicator,False,151.0,9.869281045751634,1,1,1,0.0,1,1,0.5,0,1,1,50.0,,0,1,1,B3M,B3M,1,0.41617408994154576,1,1,1,50,1,1,1,0.7222222222222222,2,4,0,240.92801903628794,423.0769230769231,182.14890404063516,43.05337731869558,0,0,0,0.1902654867256637,0.05263157894736842,Lower,Middle,0,0,0,0,0,100,100,100.0,30,93.0,3,Excellent,1
502,4,4763087,Single Family,Detached,Detached,1423.0,3,0,3,1,1,1.5,525000.0,2025-04-10,170 Main Avenue,Nova Scotia,Nova Scotia,B3M 1B2,44.6558,-63.6423,5000.0,1952.0,"Undeveloped, Full",,2 Level,Forced Air,Forced Air,False,,False,False,detached-indicator,False,107.0,6.993464052287582,1,1,1,0.0,1,1,0.5,0,1,0,73.0,,0,1,1,B3M,B3M,1,0.45018076261177375,1,1,1,7,1,1,1,0.9611111111111111,4,4,1,368.9388615600843,423.0769230769231,54.138061516838775,12.796269085798256,0,1,1,0.45486725663716815,0.33030852994555354,Middle,Middle,1,0,0,0,0,85,100,100.0,100,94.0,2,Excellent,1
515,4,4763087,Single Family,Detached,Detached,1441.0,3,0,3,2,0,2.0,565000.0,2025-04-28,107 Evans Avenue,Nova Scotia,Nova Scotia,B3M 1C8,44.6599,-63.6374,6077.0,1969.0,Fully Developed,,2 Level,Heat Pump,Heat Pump,False,,False,False,detached-indicator,False,89.0,5.816993464052287,1,1,1,0.0,1,1,0.0,1,1,0,56.0,,0,1,1,B3M,B3M,1,1.000808923541324,0,1,1,-11,1,1,1,1.0,4,4,1,392.088827203331,423.0769230769231,30.9880958735921,7.324459024667224,1,1,1,0.5690265486725664,0.40834845735027225,Middle,Middle,1,0,0,0,0,100,85,100.0,100,95.5,1,Excellent,1
557,5,4764094,Single Family,Detached,Detached,1916.0,4,0,4,3,0,3.0,862500.0,2025-04-02,315 Bellbrook Crescent,Nova Scotia,Nova Scotia,B2W 0G2,44.6651,-63.502,16865.0,2009.0,"Full, Fully Developed",,Split Entry,Heat Pump,Heat Pump,False,,False,False,detached-indicator,False,170.0,9.736540664375717,1,1,1,1.0,0,1,0.5,0,1,0,16.0,,0,1,1,B2W,B2W,1,2.142086584098896,0,1,1,14,1,1,1,0.9222222222222223,4,4,1,450.15657620041753,474.0061162079511,23.849540007533562,5.031483601589339,1,1,1,0.9079646017699115,0.6025408348457351,Upper,Lower,0,0,0,0,0,60,85,100.0,100,79.5,3,Good,1
580,5,4764094,Single Family,Townhouse,Townhouse,1675.0,3,0,3,1,1,1.5,499170.0,2025-05-08,164 Silistria Drive,Nova Scotia,Nova Scotia,B2W 6A9,44.6734,-63.487,3567.0,1989.0,"Undeveloped, Full",,2 Level,Baseboard,Baseboard,False,,False,False,townhouse-indicator,False,71.0,4.0664375715922105,1,1,1,0.0,1,1,1.0,0,0,0,36.0,,0,1,1,B2W,B2W,1,0.723863830354613,1,1,1,-22,1,1,1,1.0,5,4,1,298.01194029850745,474.0061162079511,175.99417590944364,37.129093885411656,0,0,0,0.38761061946902653,0.1161524500907441,Middle,Lower,0,0,0,0,0,85,100,100.0,30,87.0,2,Excellent,1
581,5,4764094,Single Family,Townhouse,Townhouse,1623.0,3,0,3,2,1,2.5,575000.0,2025-05-09,60 Surrey Way,Nova Scotia,Nova Scotia,B2W 6R7,44.6644,-63.5052,5742.0,2006.0,Fully Developed,,2 Level,"Heat Pump, Hot Water","Heat Pump, Hot Water",False,,False,False,townhouse-indicator,False,123.0,7.0446735395189,1,1,1,0.0,1,1,0.0,1,1,0,19.0,,0,1,1,B2W,B2W,1,2.371914675243076,0,1,1,-23,1,1,1,1.0,5,4,1,354.28219346888477,474.0061162079511,119.72392273906632,25.257885635919152,0,0,1,0.5893805309734513,0.2813067150635209,Middle,Lower,0,0,0,0,0,100,85,100.0,45,90.0,1,Excellent,1
590,6,4764103,"Condo Townhouse, 2-Storey ",Condo Townhouse,Condominium,1700.0,3,0,3,0,0,0.0,1725000.0,2025-01-31,365B Roehampton Avenue ,Toronto ,Ontario,M4P 1S3,43.7099,-79.3868,,,Finished ,,2-Storey ,Other ,Central Air ,False,,True,False,condo-indicator,False,98.0,6.117353308364544,1,1,1,1.0,0,1,3.0,0,0,0,,,0,1,1,M4P,M4S,0,0.9658384737600323,1,1,1,75,1,1,1,0.5833333333333333,1,4,0,1014.7058823529412,966.8731138954404,47.83276845750083,4.9471608807889105,1,1,1,0.8780737704918032,0.6395833333333333,Upper,Upper,1,0,0,0,0,60,75,100.0,100,76.5,3,Good,1
614,6,4764103,"Detached, 2-Storey ",Detached,Detached,1561.0,3,0,3,0,0,0.0,1715000.0,2025-02-27,488 Merton Street ,Toronto ,Ontario,M4S 1B3,43.6995,-79.3812,3872.0,,"Finished, Full ",,2-Storey ,Radiant ,Wall Unit(s) ,False,,True,False,detached-indicator,False,41.0,2.5593008739076155,1,1,1,1.0,0,1,3.0,0,0,0,,,0,1,1,M4S,M4S,1,0.2819452401682895,1,1,1,48,1,1,1,0.7333333333333334,2,4,0,1098.6547085201794,966.8731138954404,131.781594624739,13.62966791927882,0,1,1,0.8729508196721312,0.7354166666666667,Upper,Upper,1,0,0,0,0,60,100,100.0,100,84.0,1,Excellent,1
619,6,4764103,"Detached, 2-Storey ",Detached,Detached,1481.0,3,0,3,0,0,0.0,1150000.0,2025-03-03,382 Merton St ,Toronto ,Ontario,M4S 1B3,43.6987,-79.3847,4048.0,,Finished ,,2-Storey ,Water ,,False,,True,False,detached-indicator,False,121.0,7.5530586766541825,1,1,1,1.0,0,1,3.0,0,0,0,,,0,1,1,M4S,M4S,1,0.4348324797569549,1,1,1,44,1,1,1,0.7555555555555555,3,4,1,776.5023632680621,966.8731138954404,190.37075062737824,19.689320955507025,0,1,1,0.7551229508196722,0.15208333333333332,Upper,Upper,1,0,0,0,0,60,100,100.0,100,84.0,1,Excellent,1
656,6,4764103,"Detached, 2-Storey ",Detached,Detached,1750.0,4,0,4,0,0,0.0,2310000.0,2025-04-18,163 Belsize Drive ,Toronto ,Ontario,M4S 1L9,43.702,-79.3891,,,"Separate Entrance, Finished with Walk-Out ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,148.0,9.238451935081148,1,1,1,2.0,0,0,3.0,0,0,0,,,0,1,1,M4S,M4S,1,0.5884277816727101,1,1,1,-2,1,1,1,1.0,4,4,1,1320.0,966.8731138954404,353.1268861045596,36.52256754579148,0,0,0,0.930327868852459,0.8729166666666667,Upper,Upper,1,0,0,0,0,60,100,100.0,60,80.0,2,Excellent,1
672,6,4764103,"Semi-Detached, 2-Storey ",Semi-Detached,Semi-Detached,1750.0,3,0,3,0,0,0.0,2028520.0,2025-04-29,516 Millwood Road ,Toronto ,Ontario,M4S 1K5,43.7033,-79.3805,,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,semi-detached-indicator,False,148.0,9.238451935081148,1,1,1,1.0,0,1,3.0,0,0,0,,,0,1,1,M4S,M4S,1,0.17844561317117655,1,1,1,-13,1,1,1,1.0,4,4,1,1159.1542857142856,966.8731138954404,192.28117181884522,19.886908535925933,0,1,1,0.9077868852459017,0.8166666666666667,Upper,Upper,1,0,0,0,0,60,100,100.0,100,84.0,1,Excellent,1
685,7,4761696,Semi-Detached,Semi-Detached,Semi-Detached,1696.0,3,0,3,3,1,3.5,680000.0,2025-01-16,192 Mojave Cres,Stittsville,Ontario,K2S 0H3,45.2772,-75.9282,27.0,,Finished,,2,Forced Air,Central Air,False,,False,False,semi-detached-indicator,False,55.0,3.141062250142775,1,1,1,0.0,1,1,1.0,0,0,0,,,0,1,1,K2S,K2S,1,0.9689302796872854,1,1,1,88,1,1,1,0.5111111111111111,1,4,0,400.9433962264151,392.0515574650913,8.891838761323754,2.2680279141897026,1,1,1,0.2857142857142857,0.7142857142857143,Lower,Upper,0,0,0,0,0,85,100,100.0,100,94.0,1,Excellent,1
688,7,4761696,Detached,Detached,Detached,1903.0,3,0,3,3,0,3.0,780000.0,2025-01-24,250 BURNABY Dr,Stittsville,Ontario,K2S 0J9,45.2851,-75.921,2937.0,2008.0,"Full, Unfinished",,Two,Forced Air,Central Air,False,,False,False,detached-indicator,False,152.0,8.680753854940034,1,1,1,0.0,1,1,0.5,0,1,0,17.0,,0,1,1,K2S,K2S,1,1.9667145672165636,0,1,1,80,1,1,1,0.5555555555555556,1,4,0,409.8791382028376,392.0515574650913,17.827580737746302,4.547254155299125,1,1,1,0.7142857142857143,1.0,Upper,Upper,1,0,0,0,0,85,85,100.0,100,89.5,3,Excellent,1
696,7,4761696,Detached,Detached,Detached,1852.0,3,0,3,4,0,4.0,739900.0,2025-01-30,510 Shawondasee St,Stittsville,Ontario,K2S 0K5,45.2844,-75.9186,2697.57,2008.0,"Finished, Full",,2,Forced Air,Central Air,False,,False,False,detached-indicator,False,101.0,5.768132495716733,1,1,1,0.0,1,1,1.5,0,0,0,17.0,,0,1,1,K2S,K2S,1,2.052250718420733,0,1,1,74,1,1,1,0.5888888888888889,1,4,0,399.51403887688986,392.0515574650913,7.462481411798535,1.903443888872448,1,1,1,0.5714285714285714,0.5714285714285714,Middle,Upper,0,0,0,0,0,85,85,100.0,100,89.5,3,Excellent,1
699,7,4761696,Freehold Townhouse,Freehold Townhouse,Townhouse,1663.0,3,0,3,3,0,3.0,610000.0,2025-01-31,103 MOJAVE Cres,Stittsville,Ontario,K2S 0B6,45.276,-75.929,2100.0,,"Finished, Part Bsmt",,Two,Forced Air,Central Air,False,,False,False,townhouse-indicator,False,88.0,5.025699600228441,1,1,1,0.0,1,1,0.5,0,1,0,,,0,1,1,K2S,K2S,1,0.8478097328937182,1,1,1,73,1,1,1,0.5944444444444444,1,4,0,366.8069753457607,392.0515574650913,25.24458211933063,6.439097521396388,1,1,1,0.14285714285714285,0.14285714285714285,Lower,Upper,0,0,0,0,0,85,100,100.0,100,94.0,1,Excellent,1
740,7,4761696,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,665000.0,2025-04-29,249 Kimpton Drive ,Stittsville-Goulbourn ,Ontario,K2S 2H9,45.2719,-75.9388,,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,1.0,0.05711022272986865,1,1,1,0.0,1,1,2.5,0,0,0,,,0,0,1,K2S,K2S,1,0.06850431811877564,1,1,1,-15,1,1,1,1.0,4,4,1,380.0,392.0515574650913,12.05155746509132,3.0739726027397314,1,1,1,0.34615384615384615,0.43478260869565216,Middle,Upper,0,0,1,0,1,85,90,100.0,100,91.0,2,Excellent,1
752,7,4761696,"Detached, 2-Storey ",Detached,Detached,1750.0,3,0,3,0,0,0.0,750000.0,2025-05-08,611 Geranium Walk ,Stittsville-Goulbourn ,Ontario,K2S 2J6,45.2729,-75.9349,,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,1.0,0.05711022272986865,1,1,1,0.0,1,1,2.5,0,0,0,,,0,0,1,K2S,K2S,1,0.29372964511325816,1,1,1,-24,1,1,1,1.0,5,4,1,428.57142857142856,392.0515574650913,36.519871106337234,9.315068493150674,1,1,1,0.6153846153846154,0.7391304347826086,Middle,Upper,0,0,1,0,1,85,90,100.0,100,91.0,2,Excellent,1
770,8,4762154,Single Family,Detached,Detached,1422.0,3,0,3,1,1,1.5,866000.0,2025-02-11,2555 Connaught Avenue,Nova Scotia,Nova Scotia,B3L 2Z5,44.6471,-63.6066,5041.0,1938.0,Partially Developed,,2 Level,"Furnace, Radiator, Hot Water","Furnace, Radiator, Hot Water",False,,False,False,detached-indicator,False,101.0,6.631648063033486,1,1,1,1.0,0,1,0.5,0,1,0,87.0,,0,1,1,B3L,B3L,1,0.8047097010778351,1,1,1,63,1,1,1,0.65,2,4,0,609.0014064697609,635.4047619047619,26.403355435001004,4.155360018998172,1,1,1,0.9097345132743363,0.9092558983666061,Upper,Upper,1,0,0,0,0,60,100,100.0,100,84.0,1,Excellent,1
807,8,4762154,Single Family,Detached,Detached,1370.0,2,0,2,1,1,1.5,805000.0,2025-03-28,2461 Armcrescent East Drive,Nova Scotia,Nova Scotia,B3L 3E2,44.6455,-63.6092,6300.0,1945.0,Fully Developed,,2 Level,"Furnace, Radiator","Furnace, Radiator",False,,False,False,detached-indicator,False,153.0,10.04596191726855,0,1,1,0.0,1,1,0.5,0,1,0,80.0,,0,1,1,B3L,B3L,1,0.7418847798729608,1,1,1,18,1,1,1,0.9,3,4,1,587.5912408759124,635.4047619047619,47.81352102884955,7.524891832021888,1,1,1,0.8840707964601769,0.8765880217785844,Upper,Upper,1,1,0,0,1,55,100,100.0,100,82.0,3,Excellent,1
810,8,4762154,Single Family,Detached,Detached,1453.0,3,0,3,1,1,1.5,820000.0,2025-04-02,2161 Blink Bonnie Terrace,Nova Scotia,Nova Scotia,B3L 3E8,44.6427,-63.6111,3240.0,1938.0,Fully Developed,,2 Level,"Furnace, Radiator, Hot Water","Furnace, Radiator, Hot Water",False,,False,False,detached-indicator,False,70.0,4.596191726854892,1,1,1,1.0,0,1,0.5,0,1,0,87.0,,0,1,1,B3L,B3L,1,0.9200155906865903,1,1,1,13,1,1,1,0.9277777777777778,4,4,1,564.3496214728149,635.4047619047619,71.05514043194705,11.182657841427572,0,1,1,0.8893805309734514,0.8402903811252269,Upper,Upper,1,0,0,0,0,60,100,100.0,100,84.0,1,Excellent,1
811,8,4762154,Duplex,Over-Under,Semi-Detached,1537.0,4,0,4,2,0,2.0,550000.0,2025-04-03,3302 Connaught Avenue,Nova Scotia,Nova Scotia,B3L 3B3,44.6551,-63.6175,5200.0,1946.0,"Full, Partially Developed",,2 Level,"Baseboard, Furnace, Heat Pump","Baseboard, Furnace, Heat Pump",False,,False,True,medium-large-imputation,False,14.0,0.9192383453709784,1,1,1,2.0,0,0,0.0,1,1,0,79.0,,0,1,1,B3L,B3L,1,0.5521787519491915,1,1,1,12,1,1,1,0.9333333333333333,4,4,1,357.83994795055304,635.4047619047619,277.5648139542089,43.68314979606839,0,0,0,0.531858407079646,0.2958257713248639,Middle,Upper,0,0,0,0,0,75,100,100.0,30,83.0,2,Excellent,1
849,9,4762330,Detached,Detached,Detached,2323.0,4,0,4,3,0,3.0,818000.0,2025-01-21,15 Sandpiper Bend ,Chestermere ,Alberta,T1X 2S6,51.0197,-113.808,5244.0,2025.0,"Partial, Partially Finished ",1150.0,2 Storey ,"ENERGY STAR Qualified Equipment, Fireplace(s), Forced Air, Natural Gas ",,False,,False,False,detached-indicator,False,133.0,5.415309446254072,1,1,1,0.0,1,1,0.5,0,1,1,0.0,,0,1,1,T1X,T1X,1,1.4328956566995465,0,1,1,83,1,1,1,0.5388888888888889,1,4,0,352.13086526043907,348.7863492648622,3.3445159955768418,0.9589010586641609,1,1,1,0.46153846153846156,0.631578947368421,Middle,Lower,0,0,0,0,0,100,85,100.0,100,95.5,2,Excellent,1
