subject_id,comp_id,comp_index,condition,age_years,age_uncertainty,prop_type,city_province,lot_size_sqft,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,sale_price,sale_date,has_lot_size_uncertainty,has_gla_uncertainty,has_additional_bedrooms
7,7_0,0,Average,3.0,False,Townhouse,Stittsville ON K2S 3A1,2992.0,1802.0,4,0,4,2,1,2.5,705000.0,2024-12-09,True,False,False
7,7_1,1,Good,4.0,False,Townhouse,Stittsville ON K2V 0M8,2893.0,2131.0,3,0,3,2,1,2.5,755000.0,2025-03-29,True,False,False
7,7_2,2,Good,5.0,False,Townhouse,Stittsville ON K2V 0M7,4230.0,1758.0,3,0,3,2,1,2.5,768800.0,2025-03-29,True,False,False
8,8_0,0,Fair,20.0,True,Condominium,Halifax NS B3M 4X5,,1816.0,2,0,2,2,0,2.0,720000.0,2025-02-24,True,True,False
8,8_1,1,Excellent,19.0,True,Condominium,Halifax NS B3N 0A3,,2206.0,2,0,2,2,0,2.0,900000.0,2024-11-21,True,True,False
8,8_2,2,Fair,17.0,True,Condominium,Halifax NS B3N 0A3,,1342.0,2,0,2,2,0,2.0,720000.0,2024-10-18,True,True,False
9,9_0,0,Good,3.0,False,Detached,Chestermere AB T1X 1Y8,,2367.0,4,0,4,3,0,3.0,860000.0,2025-04-07,True,False,False
9,9_1,1,Good,1.0,False,Detached,Chestermere AB T1X 2S6,,2614.0,5,0,5,4,0,4.0,890000.0,2025-02-08,False,False,False
9,9_2,2,Good,7.0,False,Detached,Chestermere AB T1X 0Y6,,2608.0,4,0,4,2,0,2.0,860000.0,2025-01-27,False,False,False
10,10_0,0,Good,21.0,True,Detached,Blind Bay NS B3Z 4C1,169884.0,2555.0,3,0,3,3,0,3.0,1189500.0,2025-01-25,True,True,False
10,10_1,1,Good,54.0,True,Detached,Head of St Margarets Bay NS B3Z 2G4,24650.0,1829.0,1,0,1,1,1,1.5,1653000.0,2024-12-19,True,True,False
10,10_2,2,Good,34.0,True,Detached,Glen Haven NS B3Z 2W4,59396.0,3024.0,3,0,3,2,1,2.5,1800000.0,2024-06-28,True,True,False
11,11_0,0,Excellent,25.0,False,Semi-Detached,Maple ON L6A 3J2,2433.0,1695.0,3,0,3,2,2,3.0,1105000.0,2025-03-09,False,False,False
11,11_1,1,Fair,24.0,False,Semi-Detached,Maple ON L6A 3J6,2647.0,1572.0,3,0,3,3,1,3.5,1045000.0,2025-04-02,False,False,False
11,11_2,2,Excellent,23.0,False,Semi-Detached,Maple ON L6A 3C3,2680.0,1489.0,3,0,3,3,1,3.5,1150000.0,2025-03-04,False,False,False
12,12_0,0,Excellent,4.0,True,Detached,Fall River NS B2T 0M2,131115.0,2354.0,3,0,3,2,1,2.5,1895000.0,2025-02-21,True,True,False
12,12_1,1,Excellent,44.0,True,Detached,Bedford NS B4A 3B2,11029.0,2494.0,4,0,4,3,0,3.0,1185000.0,2025-03-21,True,True,False
12,12_2,2,Excellent,20.0,True,Detached,Bedford NS B4A 4E5,18036.0,3774.0,5,0,5,3,1,3.5,1200000.0,2024-09-20,True,True,False
13,13_0,0,Fair,13.0,False,Detached,Kingston ON K7P 0B2,5831.0,1805.0,2,2,4,3,0,3.0,797000.0,2025-03-19,True,False,True
13,13_1,1,Excellent,5.0,False,Detached,Kingston ON K7P 0M7,5900.0,1741.0,3,1,4,3,0,3.0,1095000.0,2024-11-16,True,False,True
13,13_2,2,Fair,46.0,False,Detached,Kingston ON K7M 6W2,6600.0,2094.0,3,1,4,2,1,2.5,856000.0,2024-11-20,True,False,True
14,14_0,0,Excellent,25.0,True,Detached,Hammonds Plains NS B4B 1T5,52500.0,3167.0,2,0,2,2,1,2.5,930000.0,2025-04-07,True,True,False
14,14_1,1,Fair,28.0,True,Detached,Hammonds Plains NS B4B 1S5,50853.0,2343.0,4,0,4,2,1,2.5,692000.0,2025-02-21,True,True,False
14,14_2,2,Fair,21.0,True,Detached,Hammonds Plains NS B4B 1W1,82700.0,1664.0,3,0,3,2,1,2.5,588000.0,2025-02-14,True,True,False
15,15_0,0,Average,16.0,True,Detached,Nepean ON K2J 0W8,6196.0,3574.0,4,0,4,4,1,4.5,1435000.0,2025-01-25,True,False,False
15,15_1,1,Fair,13.0,True,Detached,Nepean ON K2J 5V3,5600.0,3756.0,4,0,4,4,1,4.5,1150000.0,2025-01-31,True,False,False
15,15_2,2,Fair,18.0,True,Detached,Nepean ON K2J 0L6,5823.0,2442.0,3,0,3,3,1,3.5,1244900.0,2025-02-05,True,False,False
16,16_0,0,Average,12.0,False,Detached,Stouffville ON L4A 4K3,436863.24,2017.0,3,0,3,3,1,3.5,2580000.0,2025-03-28,False,False,False
16,16_1,1,Fair,37.0,False,Detached,Stouffville ON L0H 1G0,53143.2,2133.0,3,0,3,2,2,3.0,2430000.0,2024-12-03,False,False,False
16,16_2,2,Fair,25.0,False,Detached,Stouffville ON L4A 2G3,64033.2,2676.0,4,0,4,4,1,4.5,2200000.0,2024-09-06,False,False,False
17,17_0,0,Fair,100.0,True,Townhouse,Kingston ON K7L 2C7,2014.0,2250.0,5,0,5,2,1,2.5,890000.0,2025-01-20,True,True,False
17,17_1,1,Fair,100.0,True,Townhouse,Kingston ON K7L 3R3,1785.0,1750.0,5,0,5,1,1,1.5,770000.0,2025-03-26,True,True,False
17,17_2,2,Fair,100.0,True,Townhouse,Kingston ON K7K 3T3,986.0,1750.0,6,0,6,2,0,2.0,770000.0,2025-04-07,True,True,False
18,18_0,0,Average,32.0,False,Detached,Lower Sackville NS B4C 4A5,3400.0,1200.0,3,0,3,1,1,1.5,487000.0,2025-02-21,False,False,False
18,18_1,1,Average,32.0,False,Detached,Lower Sackville NS B4C 4C3,3719.0,1540.0,3,0,3,1,1,1.5,505000.0,2025-03-27,False,False,False
18,18_2,2,Average,37.0,False,Detached,Middle Sackville NS B4E 2L6,3148.0,1320.0,3,0,3,1,1,1.5,475000.0,2024-12-17,False,False,False
19,19_0,0,Good,9.0,False,Detached,Calgary AB T3N 1G6,3067.74,1808.0,3,0,3,2,1,2.5,686000.0,2025-03-20,False,False,False
19,19_1,1,Good,6.0,False,Detached,Calgary AB T3N 1M8,3035.448,1801.0,3,0,3,2,1,2.5,690000.0,2025-02-12,False,False,False
19,19_2,2,Good,4.0,False,Detached,Calgary AB T3N 1X4,3379.8959999999997,1640.0,3,0,3,2,1,2.5,680000.0,2025-03-10,False,False,False
20,20_0,0,Average,73.0,False,Detached,Calgary AB T2N 3A1,5295.888,1011.8159999999999,2,0,2,2,0,2.0,802500.0,2024-11-22,False,False,False
20,20_1,1,Fair,80.0,False,Detached,Calgary AB T2N 0L2,5414.2919999999995,1011.8159999999999,2,0,2,1,0,1.0,670000.0,2025-01-24,False,False,False
20,20_2,2,Average,74.0,False,Detached,Calgary AB T2N 0P4,5392.764,839.592,2,0,2,2,0,2.0,810000.0,2024-12-26,False,False,False
21,21_0,0,Average,10.0,False,Detached,Edmonton AB T6X 1P3,5532.696,2770.0,4,0,4,2,1,2.5,842500.0,2024-11-01,False,False,False
21,21_1,1,Average,9.0,False,Detached,Edmonton AB T6X 2G4,4628.5199999999995,2556.0,3,0,3,2,1,2.5,844707.0,2024-08-25,False,False,False
21,21_2,2,Excellent,13.0,False,Detached,Edmonton AB T6W 1Z4,7265.7,3364.0,4,0,4,2,1,2.5,1194500.0,2025-01-24,False,False,False
22,22_0,0,Fair,27.0,False,Detached,Orléans ON K1W 1H9,5541.0,2596.0,4,0,4,2,1,2.5,942500.0,2025-02-07,True,False,False
22,22_1,1,Fair,7.0,False,Detached,Orléans ON K4A 1G3,4085.0,3351.0,4,0,4,3,1,3.5,1085000.0,2025-03-31,True,False,False
22,22_2,2,Excellent,5.0,False,Detached,Orléans ON K4A 1L1,4230.0,3071.0,4,0,4,3,1,3.5,1130000.0,2025-03-08,True,False,False
23,23_0,0,Fair,13.0,False,High Rise Apartment,Calgary AB T2R 1E3,,965.0,2,0,2,2,0,2.0,517500.0,2025-01-31,False,False,False
23,23_1,1,Fair,8.0,False,High Rise Apartment,Calgary AB T2P 1J3,,980.69,2,0,2,2,0,2.0,574900.0,2025-02-12,False,False,False
23,23_2,2,Fair,9.0,False,High Rise Apartment,"Calgary , Alberta, T2G 0H1",,1037.62,2,0,2,2,0,2.0,607500.0,2025-03-27,False,False,False
24,24_0,0,Average,11.0,False,Detached,Edmonton AB T6W 2H9,2723.292,1425.0,3,0,3,2,1,2.5,441500.0,2024-11-21,False,False,False
24,24_1,1,Average,9.0,False,Detached,Edmonton AB T6W 2J1,3745.872,1580.0,3,0,3,2,1,2.5,468000.0,2024-10-12,False,False,False
24,24_2,2,Average,11.0,False,Detached,Edmonton AB T6W 2G3,4370.183999999999,1440.0,3,0,3,2,1,2.5,478000.0,2025-02-27,False,False,False
25,25_0,0,Excellent,1.0,True,Townhouse,Orléans ON K1W 0S4,1722.0,1569.0,3,0,3,3,1,3.5,635000.0,2025-02-04,True,False,False
25,25_1,1,Average,14.0,True,Townhouse,Orléans ON K1W 0E5,1941.0,1740.0,3,0,3,2,1,2.5,612500.0,2025-02-21,True,False,False
25,25_2,2,Excellent,6.0,True,Townhouse,Orléans ON K1W 0C4,2417.0,1515.0,3,0,3,2,1,2.5,632000.0,2025-02-16,True,False,False
26,26_0,0,Average,72.0,False,Detached,Calgary AB T2E 1J1,5995.548,1065.636,3,0,3,2,0,2.0,760000.0,2025-02-26,False,False,False
26,26_1,1,Excellent,81.0,False,Detached,Calgary AB T2E 1B1,5995.548,624.312,1,0,1,1,0,1.0,773000.0,2025-01-03,False,False,False
26,26_2,2,Average,76.0,False,Detached,Calgary AB T2E 2X8,5995.548,947.232,2,0,2,2,0,2.0,650000.0,2025-01-06,False,False,False
27,27_0,0,Good,22.0,False,Low Rise Apartment,Calgary AB T3G 5B3,,1130.0,2,0,2,2,0,2.0,378900.0,2025-04-04,False,False,False
27,27_1,1,Good,17.0,False,Low Rise Apartment,Calgary AB T3G 0C2,,950.0,2,0,2,2,0,2.0,328500.0,2025-03-11,False,False,False
27,27_2,2,Good,17.0,False,Low Rise Apartment,Calgary AB T3G 0C2,,1060.09,2,0,2,2,0,2.0,384000.0,2025-03-12,False,False,False
28,28_0,0,Good,19.0,False,Detached,Calgary AB T3G 5Z4,7287.227999999999,3067.74,3,0,3,3,1,3.5,1249000.0,2024-12-09,False,False,False
28,28_1,1,Good,12.0,False,Detached,Calgary AB T3G 0E1,5511.168,2583.3599999999997,3,0,3,3,1,3.5,1235000.0,2025-01-16,False,False,False
28,28_2,2,Excellent,2.0,False,Detached,Calgary AB T3G 0E9,5877.143999999999,2475.72,4,0,4,3,0,3.0,1175000.0,2025-03-18,False,False,False
29,29_0,0,Good,5.0,False,Condominium,Calgary AB T3M 3H2,,934.0,2,0,2,2,0,2.0,378000.0,2025-04-03,False,False,False
29,29_1,1,Good,10.0,False,Condominium,Calgary AB T3M 2L3,,881.0,2,0,2,2,0,2.0,390000.0,2025-02-13,False,False,False
29,29_2,2,Fair,10.0,False,Condominium,Calgary AB T3M 1Z8,,875.0,2,0,2,2,0,2.0,344000.0,2025-03-15,False,False,False
30,30_0,0,Good,4.0,True,Detached,Mill Cove NS B0J 1T0,51836.0,1288.0,3,0,3,2,0,2.0,550000.0,2025-02-21,True,True,False
30,30_1,1,Good,1.0,True,Detached,Black Point NS B0J 1T0,67188.0,1211.0,3,0,3,2,0,2.0,649000.0,2025-01-10,True,True,False
30,30_2,2,Average,44.0,True,Detached,Blandford NS B0J 1T0,93131.0,1085.0,3,0,3,1,0,1.0,620000.0,2024-10-25,True,True,False
31,31_0,0,Average,36.0,False,High Rise Apartment,Toronto ON M5J 2S9,,1340.0,2,1,3,2,0,2.0,970000.0,2025-02-04,False,False,True
31,31_1,1,Excellent,12.0,False,High Rise Apartment,Toronto ON M5H 4E6,,853.0,2,0,2,2,0,2.0,785000.0,2025-03-06,False,False,False
31,31_2,2,Excellent,23.0,False,High Rise Apartment,Toronto ON M5V 3R5,,1043.0,2,1,3,2,0,2.0,920000.0,2025-02-27,False,False,True
32,32_0,0,Good,22.0,False,Townhouse,Kanata ON K2K 3H2,4014.0,1470.0,2,0,2,3,0,3.0,900000.0,2024-09-25,True,False,False
32,32_1,1,Fair,23.0,False,Townhouse,Kanata ON K2T 1K1,4485.0,1465.0,2,0,2,2,0,2.0,740000.0,2025-03-24,True,False,False
32,32_2,2,Average,25.0,False,Townhouse,Kanata ON K2K 2Z5,4842.0,1475.0,3,0,3,3,0,3.0,790000.0,2025-04-04,True,False,False
33,33_0,0,Fair,42.0,True,Detached,Mineville NS B2Z 1J8,28176.0,1693.0,4,0,4,1,1,1.5,525000.0,2025-01-17,True,True,False
33,33_1,1,Average,80.0,True,Detached,Gaetz Brook NS B0J 2L0,21446.0,1100.0,3,0,3,2,0,2.0,420000.0,2024-12-13,True,True,False
33,33_2,2,Average,39.0,True,Detached,Lake Echo NS B3E 1M5,24343.0,2402.0,4,0,4,2,0,2.0,585000.0,2024-09-23,True,True,False
34,34_0,0,Average,3.0,False,Detached,Calgary AB T3P 0R5,4197.96,2508.0119999999997,3,0,3,3,1,3.5,1038888.0,2025-02-18,False,False,False
34,34_1,1,Fair,4.0,False,Detached,Calgary AB T3P 1L8,4133.376,2669.4719999999998,5,0,5,4,0,4.0,1020000.0,2025-04-03,False,False,False
34,34_2,2,Average,4.0,False,Detached,Calgary AB T3R 1Y2,3584.412,2411.136,4,0,4,2,1,2.5,1005000.0,2025-03-04,False,False,False
35,35_0,0,Excellent,8.0,False,Detached,Musquodoboit Harbour NS B0J 2L0,40000.0,1382.0,2,0,2,1,0,1.0,599000.0,2025-03-29,True,True,False
35,35_1,1,Fair,27.0,False,Detached,Musquodoboit Harbour NS B0J 2L0,32393.0,1182.0,3,0,3,2,0,2.0,500000.0,2025-02-06,True,True,False
35,35_2,2,Fair,30.0,False,Detached,Head of Jeddore NS B0J 1P0,48085.0,864.0,2,0,2,1,0,1.0,429900.0,2024-10-18,True,True,False
36,36_0,0,Excellent,64.0,True,Detached,Hubbards NS B0J 1T0,8600.0,1138.0,3,0,3,1,0,1.0,375000.0,2025-03-28,True,False,False
36,36_1,1,Average,38.0,True,Detached,East River Point NS B0J 1T0,21730.0,1092.0,3,0,3,1,0,1.0,348500.0,2024-12-31,True,False,False
36,36_2,2,Average,65.0,True,Detached,Boutiliers Point NS B3Z 1V3,67082.0,889.0,2,0,2,1,0,1.0,375000.0,2024-10-18,True,False,False
37,37_0,0,Average,30.0,True,Detached,Nepean ON K2G 6G7,2841.0,1688.0,3,0,3,2,1,2.5,725000.0,2025-03-16,True,False,False
37,37_1,1,Average,29.0,True,Detached,Nepean ON K2J 4K9,3907.0,1453.0,3,0,3,1,1,1.5,650000.0,2025-03-27,True,False,False
37,37_2,2,Average,32.0,True,Detached,Nepean ON K2J 4C1,3984.0,1944.0,3,0,3,3,1,3.5,759500.0,2025-04-04,True,False,False
38,38_0,0,Average,65.0,True,Detached,Halifax NS B3N 1M2,22489.0,1374.0,3,0,3,1,0,1.0,845000.0,2024-12-20,True,True,False
38,38_1,1,Average,69.0,True,Detached,Halifax NS B3N 1Z3,7000.0,1060.0,3,0,3,1,0,1.0,702000.0,2024-12-03,True,True,False
38,38_2,2,Fair,72.0,True,Detached,Halifax NS B3N 1X7,14738.0,1921.0,4,0,4,2,0,2.0,888000.0,2024-09-21,True,True,False
39,39_0,0,Excellent,102.0,True,Duplex,Dartmouth NS B2Y 2Z1,3796.0,1560.0,3,0,3,3,0,3.0,951000.0,2025-03-31,True,True,False
